Land Area,Trade flow,Commodity,2010,S_2010,2011,S_2011,2012,S_2012,2013,S_2013,2014,S_2014,2015,S_2015,2016,S_2016
Jamaica,Reexports,"Cods, fresh or chilled, nei",101,.,0,-,0,-,0,-,0,-,0,-,0,-
Jamaica,Reexports,"Crab meat nei, prepared or preserved",0,.,0,.,1,0,23,.,2,0,78,.,55,.
Jamaica,Reexports,"Crabs nei, frozen",11,.,5,.,26,.,20,.,52,.,12,.,5,0
Jamaica,Reexports,"Crabs, not frozen",5,.,1,0,1,0,1,0,2,0,0,-,0,0
Jamaica,Reexports,"Crustaceans nei, frozen",266,.,33,.,0,-,8,.,0,-,0,-,0,-
Jamaica,Reexports,"Cuttlefish and squid, other than live, fresh or chilled",9,.,11,.,13,.,7,.,7,.,3,0,0,0
Jamaica,Reexports,"Cuttlefish and squid, prepared or preserved",0,.,0,.,0,.,0,.,0,.,19,.,46,.
Jamaica,Reexports,"Cuttlefishes and squids, live, fresh or chilled, nei",0,.,0,.,1,0,1,0,0,-,0,-,0,-
Jamaica,Reexports,Eels and elvers live,0,.,0,.,0,.,0,.,0,.,0,.,13,0
Jamaica,Reexports,"Fish dried, whether or not salted, nei",0,.,1,0,4,.,0,0,1,0,10,.,6,.
Jamaica,Reexports,"Fish fillets, dried, salted or in brine, nei",0,.,0,.,0,.,0,.,0,.,1,0,7,.
Jamaica,Reexports,"Fish fillets, fresh or chilled, nei",61,.,94,.,56,.,8,.,533,.,318,.,459,.
Jamaica,Reexports,"Fish fillets, frozen, nei",261,.,199,.,365,.,443,.,4,0,9,.,29,.
Jamaica,Reexports,"Fish meat, whether or not minced nei, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,3,.
Jamaica,Reexports,"Fish meat, whether or not minced, frozen, nei",3,0,1,0,14,.,5,0,7,.,0,-,2,.
Jamaica,Reexports,"Fish minced nei, prepared or preserved",0,.,0,0,1,.,5,.,6,.,167,.,124,.
Jamaica,Reexports,"Fish nei, prepared or preserved, not minced",7,.,0,0,1,0,0,-,0,-,89,.,97,.
Jamaica,Reexports,"Fish nei, smoked",6,0,2,0,4,0,6,.,12,.,15,.,24,.
Jamaica,Reexports,"Fish, fresh or chilled, nei",0,.,0,.,0,.,0,.,29,.,0,-,41,.
Jamaica,Reexports,"Fish, frozen, nei",46,.,325,.,74,.,46,.,99,.,77,.,39,.
Jamaica,Reexports,"Fishmeal fit for human consumption, nei",0,-,3,.,7,.,7,.,2,0,5,.,0,0
Jamaica,Reexports,"Flyingfishes, frozen",0,.,0,.,0,.,1,0,0,-,0,-,0,-
Jamaica,Reexports,"Hakes nei, frozen",0,.,0,.,2,0,0,-,0,-,0,-,0,-
Jamaica,Reexports,"Herrings nei, smoked",0,.,0,.,4,.,0,0,1,0,1,0,4,0
Jamaica,Reexports,"Jack and horse mackerel, frozen",0,.,0,.,0,.,0,.,0,.,3,.,0,-
Jamaica,Reexports,"Jack and horse mackerels, fresh or chilled",0,.,0,.,0,.,0,.,3,.,0,-,0,-
Jamaica,Reexports,"Livers, roes, milt, dried, salted or in brine, nei",0,.,149,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Reexports,"Mackerel prepared or preserved, not minced, nei",64,.,135,.,44,.,95,.,109,.,243,.,321,.
Jamaica,Reexports,"Mackerel, dried, whether or not salted, but not smoked",0,-,0,-,2,0,0,0,0,-,0,-,0,-
Jamaica,Reexports,"Mackerels nei, salted or in brine",0,.,0,.,0,.,0,0,2,.,0,-,3,.
Jamaica,Reexports,"Marine fish, fillets, dried, salted or in brine, nei",0,.,0,.,2,0,0,0,0,-,0,-,1,0
Jamaica,Reexports,"Marine fish, fresh or chilled, nei",1,0,10,.,0,-,31,.,0,-,0,-,0,-
Jamaica,Reexports,"Marine fish, frozen, nei",115,.,0,-,122,.,139,.,0,0,0,-,0,-
Jamaica,Reexports,"Miscellaneous crustaceans, not frozen, nei",0,0,0,0,0,0,1,0,0,0,0,-,0,-
Jamaica,Reexports,"Miscellaneous pelagic fish fillets, frozen, nei",2,.,0,-,0,-,1,0,0,-,0,-,0,-
Jamaica,Reexports,"Molluscs nei, live, fresh or chilled",0,.,0,.,0,.,0,.,0,.,183,.,0,-
Jamaica,Reexports,"Mussel meat, prepared or preserved, nei",0,.,0,.,0,.,0,.,3,.,13,.,19,.
Jamaica,Reexports,"Mussels nei, other than live, fresh or chilled",23,.,5,.,21,.,27,.,19,.,1,0,3,.
Jamaica,Reexports,"Mussels, live, fresh or chilled, nei",1,0,5,.,1,0,1,0,0,.,0,.,0,0
Jamaica,Reexports,"Octopus, live, fresh or chilled",0,0,0,.,1,0,0,.,0,.,0,.,1,0
Jamaica,Reexports,"Octopus, other than live, fresh or chilled",4,.,4,.,3,0,3,0,2,0,0,0,1,0
Jamaica,Reexports,"Octopus, prepared or preserved",0,.,0,.,0,.,0,.,0,.,4,.,20,.
Jamaica,Reexports,"Other aquatic invertebrates, prepared or preserved, nei",0,.,0,.,0,.,0,.,0,.,24,.,34,.
Jamaica,Reexports,"Oyster meat, prepared or preserved, nei",0,.,0,.,0,.,0,.,0,.,2,0,5,0
Jamaica,Reexports,"Oysters, live fresh or chilled, nei",0,.,0,.,3,.,1,0,1,0,0,-,0,-
Jamaica,Reexports,"Oysters, other than live, fresh or chilled, nei",0,.,0,.,0,.,0,.,1,0,0,-,1,0
Jamaica,Reexports,"Pacific salmons, frozen, nei",0,.,0,.,2,0,5,.,0,.,1,0,1,0
Jamaica,Reexports,"River eels, prepared or preserved, not minced, nei",0,.,0,.,0,.,0,.,1,0,0,-,0,-
Jamaica,Reexports,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), frozen, nei",0,.,0,.,0,.,0,.,0,.,0,.,32,.
Jamaica,Reexports,"Rock lobster and other sea crawfish, not frozen",0,0,0,-,0,0,0,-,0,-,0,-,8,0
Jamaica,Reexports,"Salmon fillets, fresh or chilled",0,.,0,.,0,.,0,.,7,.,1,0,0,0
Jamaica,Reexports,"Salmon fillets, frozen",0,.,0,.,0,.,0,.,6,.,3,0,3,0
Jamaica,Reexports,"Salmon nei, not minced, prepared or preserved",0,.,0,.,0,.,0,.,0,.,15,.,36,.
Jamaica,Reexports,"Salmonoids, fresh or chilled, nei",0,.,0,.,0,.,0,.,0,.,0,.,3,0
Jamaica,Reexports,"Salmonoids, frozen",1,0,0,-,0,-,0,-,0,-,0,-,1,0
Jamaica,Reexports,"Salmons, smoked",0,.,3,0,143,.,122,.,24,.,10,.,62,.
Jamaica,Reexports,"Sardines, sardinellas, brisling or sprats, fresh or chilled",0,.,0,.,11,.,0,-,0,-,0,-,0,-
Jamaica,Reexports,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",5,.,0,-,0,-,21,.,145,.,52,.,180,.
Jamaica,Reexports,"Scallop meat, prepared or preserved",0,.,0,.,0,.,0,.,0,.,89,.,95,.
Jamaica,Reexports,"Scallops, live, fresh or chilled, nei",0,0,0,0,0,.,1,0,14,.,0,0,5,0
Jamaica,Reexports,"Scallops, other than live, fresh or chilled",2,0,2,0,103,.,97,.,106,.,0,0,7,0
Jamaica,Reexports,"Sea-urchin, prepared or preserved",0,.,0,.,0,.,0,.,0,.,7,.,0,-
Jamaica,Reexports,"Seaweeds and other algae, unfit for human consumption, nei",0,.,0,.,0,.,0,.,0,.,2,0,3,0
Jamaica,Reexports,"Shrimps and prawns, frozen, nei",1123,.,977,.,974,.,795,.,0,-,0,-,0,-
Jamaica,Reexports,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,0,.,0,.,590,.,157,.,114,.
Jamaica,Reexports,"Shrimps and prawns, prep. or pres., in airtight containers",0,.,0,.,0,.,0,.,90,.,289,.,449,.
Jamaica,Reexports,"Shrimps, prawns, prepared or preserved, nei",17,.,0,-,2,0,2,.,0,0,0,-,3,0
Jamaica,Reexports,"Swordfish fillets, fresh or chilled",13,.,0,0,16,.,12,.,1,0,0,.,5,.
Jamaica,Reexports,"Swordfish fillets, frozen",0,.,0,.,0,.,15,0,2,0,0,-,0,-
Jamaica,Reexports,"Swordfish meat, frozen",0,-,0,-,4,.,0,-,0,0,0,-,1,0
Jamaica,Reexports,"Swordfish, frozen",0,.,0,.,0,.,0,.,0,.,0,.,1,0
Jamaica,Reexports,"Swordfish, meat, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,4,0
Jamaica,Reexports,"Tilapia fillets, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,0,2,0
Jamaica,Reexports,"Tilapia fillets, frozen",0,.,0,.,0,.,0,.,5,.,1,0,4,.
Jamaica,Reexports,"Tilapia, catfish, carp, eel, Nile perch and snakeheads, fillets, dried/salted/brine, not smoked",0,.,0,.,0,.,0,.,2,0,0,0,0,-
Jamaica,Reexports,"Tilapias, catfish, carp, eels, Nile perch and snakeheads  meat, frozen",0,.,0,.,0,.,0,.,0,.,0,.,2,0
Jamaica,Reexports,"Tilapias, catfish, carp, eels, Nile perch and snakeheads, including fillets, smoked",0,.,0,.,0,.,0,.,8,.,0,-,0,-
Jamaica,Reexports,"Toothfish (Dissostichus spp.), fillets, frozen",0,.,27,.,8,.,0,-,0,-,0,-,0,-
Jamaica,Reexports,"Trout fillets, frozen",0,.,0,.,0,.,0,.,0,.,2,0,1,0
Jamaica,Reexports,Trouts and chars live,0,-,0,-,0,-,0,-,0,-,0,-,7,0
Jamaica,Reexports,"Trouts and chars, smoked",0,.,0,.,0,.,0,.,0,.,1,0,9,0
Jamaica,Reexports,"Tuna loins and fillets, frozen",0,.,0,.,0,.,0,.,0,0,4,0,0,-
Jamaica,Reexports,"Tunas nei, frozen",0,.,0,.,0,.,0,.,0,.,0,.,10,.
Jamaica,Reexports,"Tunas prepared or preserved, not minced, nei",0,.,1,0,0,.,0,.,3,.,8,.,44,.
Jamaica,Reexports,"Tunas, fresh or chilled, nei",0,0,0,-,3,0,0,-,0,-,7,0,12,.
Jamaica,Reexports,"Yellowfin tuna, frozen, nei",0,.,0,.,0,.,0,.,0,.,0,.,2,0
Montserrat,Import,"Atlantic mackerel prepared or preserved, not minced",22,.,10,.,19,.,18,.,25,.,10,.,14,.
Montserrat,Import,"Atlantic salmon and Danube salmon, frozen",0,-,2,0,1,0,0,0,1,0,1,0,0,0
Montserrat,Import,"Cods nei, dried,  whether or not salted",0,-,0,0,0,-,0,-,0,0,0,0,1,0
Montserrat,Import,"Cods nei, salted or in brine",0,-,0,-,0,-,1,0,0,0,0,0,0,0
Montserrat,Import,"Crabs nei, frozen",0,-,0,-,1,0,0,-,0,-,0,-,0,-
Montserrat,Import,"Cuttlefish and squid, other than live, fresh or chilled",0,.,1,0,3,.,6,.,7,.,8,.,9,.
Montserrat,Import,"Cuttlefishes and squids, live, fresh or chilled, nei",0,.,0,.,0,.,1,0,0,-,0,-,0,-
Montserrat,Import,"Fish dried, whether or not salted, nei",0,-,148,.,2,0,1,0,17,.,4,.,12,.
Montserrat,Import,"Fish fillets, dried, salted or in brine, nei",0,-,0,-,0,0,0,0,0,0,1,0,0,-
Montserrat,Import,"Fish fillets, fresh or chilled, nei",0,.,0,0,0,0,3,0,0,0,0,0,0,0
Montserrat,Import,"Fish fillets, frozen, nei",32,.,2,0,25,.,67,.,60,.,73,.,71,.
Montserrat,Import,"Fish meat, whether or not minced, frozen, nei",0,.,24,.,6,.,6,.,3,0,1,0,7,.
Montserrat,Import,"Fish nei, salted or in brine",0,-,5,.,0,-,1,0,0,0,0,0,1,0
Montserrat,Import,"Fish, fresh or chilled, nei",1,0,0,.,0,.,0,.,1,0,0,-,0,-
Montserrat,Import,"Herring, salted or in brine",0,-,0,0,1,0,0,-,0,-,0,0,0,-
Montserrat,Import,"Herrings nei, smoked",0,-,2,.,3,.,3,.,0,0,4,.,3,.
Montserrat,Import,"Herrings prepared or preserved, not minced, nei",0,-,1,0,0,0,0,0,3,.,1,0,0,-
Montserrat,Import,"Livers, roes, milt, frozen",0,.,0,.,2,0,0,-,0,-,0,-,0,-
Montserrat,Import,"Mackerels nei, frozen",0,.,0,.,0,.,0,.,1,0,1,0,0,-
Montserrat,Import,"Mackerels nei, salted or in brine",0,-,0,-,0,-,0,-,0,0,2,0,0,-
Montserrat,Import,"Mackerels, nei, fresh or chilled",0,.,0,.,0,.,0,.,0,.,1,0,0,-
Montserrat,Import,"Marine fish nei, minced, prepared or preserved",0,0,1,0,1,0,0,0,0,-,0,0,0,-
Montserrat,Import,"Marine fish nei, prepared or preserved, not minced",0,0,0,0,1,0,1,0,0,-,0,0,0,-
Montserrat,Import,"Marine fish nei, smoked",0,-,0,-,8,.,6,.,1,0,5,.,5,.
Montserrat,Import,"Marine fish, fresh or chilled, nei",0,-,1,0,0,-,0,0,1,0,0,-,0,0
Montserrat,Import,"Marine fish, frozen, nei",46,.,35,.,34,.,19,.,7,.,13,.,21,.
Montserrat,Import,"Miscellaneous marine fish nei, dried, whether or not salted",134,.,0,-,147,.,126,.,102,.,89,.,155,.
Montserrat,Import,"Molluscs and other aq. invertebrates, prep. or pres., nei",0,-,0,0,0,0,0,0,1,0,0,0,0,0
Montserrat,Import,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",31,.,43,.,36,.,43,.,27,.,37,.,31,.
Montserrat,Import,"Salmon nei, not minced, prepared or preserved",8,.,10,.,10,.,10,.,9,.,2,0,5,.
Montserrat,Import,"Salmonoids, frozen",0,.,1,0,2,0,0,0,0,0,0,0,0,-
Montserrat,Import,"Salmons, smoked",0,-,0,-,0,0,0,-,1,0,1,0,0,0
Montserrat,Import,"Scallops, live, fresh or chilled, nei",0,.,0,.,1,0,0,0,0,-,0,-,0,-
Montserrat,Import,"Scallops, other than live, fresh or chilled",0,-,0,-,1,0,0,0,1,0,0,0,0,0
Montserrat,Import,"Shrimps and prawns, frozen, nei",20,.,21,.,32,.,30,.,31,.,30,.,29,.
Montserrat,Import,"Tunas nei, frozen",0,-,0,-,0,-,0,-,0,-,1,0,1,0
Montserrat,Import,"Tunas prepared or preserved, not minced, nei",31,.,36,.,36,.,48,.,44,.,27,.,32,.
Nicaragua,Export,"Aquatic invertebrates, other than prepared or preserved",0,.,0,.,1,0,0,0,1,0,0,0,0,-
Nicaragua,Export,"Catfish fillets, frozen",0,.,0,.,0,.,0,.,0,.,0,.,19,.
Nicaragua,Export,"Catfish, fresh or chilled",0,.,0,.,0,.,12,.,9,.,14,.,1,.
Nicaragua,Export,"Cobia, fresh or chilled",0,.,0,.,132,.,124,.,192,F,13,.,20,.
Nicaragua,Export,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), not frozen",0,.,0,.,95,.,281,.,1221,.,258,.,601,.
Nicaragua,Export,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), whether in shell or not, frozen",0,.,0,.,1165,.,67,.,203,.,43,.,0,-
Nicaragua,Export,"Common sole, fresh or chilled",1,.,3,.,0,-,15,.,18,.,0,-,23,.
Nicaragua,Export,"Common sole, frozen",64,.,68,.,122,.,179,.,209,.,337,.,234,.
Nicaragua,Export,Coral and the like,33,.,34,.,0,-,0,0,0,-,7,.,78,.
Nicaragua,Export,"Crab meat nei, prepared or preserved",0,-,0,-,0,-,0,-,566,.,1428,.,806,.
Nicaragua,Export,"Crabs nei, frozen",319,.,521,.,432,.,935,.,860,.,456,.,479,.
Nicaragua,Export,"Crustaceans nei, frozen",2,0,0,0,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Dolphinfishes, fresh or chilled",497,.,1185,.,1311,.,2303,.,3468,.,1289,.,89,.
Nicaragua,Export,"Drum, fresh or chilled",386,.,511,.,1580,.,2211,.,2479,.,1296,.,557,.
Nicaragua,Export,"Eels, fresh or chilled",1,0,0,.,0,.,0,.,0,0,0,-,0,0
Nicaragua,Export,"Fish body oils, nei",0,.,0,.,0,.,0,.,128,.,0,-,0,-
Nicaragua,Export,"Fish dried, whether or not salted, nei",434,.,451,.,150,.,71,.,76,.,47,.,59,.
Nicaragua,Export,"Fish fillets, fresh or chilled, nei",687,.,332,.,7,.,0,-,1,0,0,-,0,-
Nicaragua,Export,"Fish fillets, frozen, nei",900,.,1366,.,0,.,0,.,1333,.,1358,.,2509,.
Nicaragua,Export,"Fish heads, tail, maws etc., dried, salted, or in brine",0,.,0,.,64,.,223,.,185,.,154,.,131,.
Nicaragua,Export,"Fish live, nei",43,0,71,.,70,.,0,-,0,0,0,-,0,0
Nicaragua,Export,"Fish meat, whether or not minced nei, fresh or chilled",0,.,0,.,572,.,352,.,288,.,94,.,46,.
Nicaragua,Export,"Fish meat, whether or not minced, frozen, nei",23,.,22,.,0,-,0,-,2,.,64,.,5,.
Nicaragua,Export,"Fish waste, nei",0,-,8,0,277,.,413,.,2,0,62,.,47,.
Nicaragua,Export,"Fish, frozen, nei",1873,.,2066,.,1780,.,1370,.,1942,.,2931,.,1542,.
Nicaragua,Export,"Fishmeals, nei",0,-,0,0,0,-,0,-,89,.,0,0,0,-
Nicaragua,Export,"Flatfish nei, fillets, fresh or chilled",0,.,0,.,1,0,0,-,0,-,0,-,0,-
Nicaragua,Export,"Flatfish nei, frozen",0,-,32,.,6,.,7,.,0,0,5,.,26,.
Nicaragua,Export,"Flatfish, fresh or chilled, nei",0,0,0,0,4,.,15,.,11,.,4,.,0,0
Nicaragua,Export,"Gadiformes nei, frozen",0,.,0,.,6,.,0,-,0,0,0,-,0,-
Nicaragua,Export,"Gadiformes, fresh or chilled, nei",0,.,0,.,4,.,16,.,4,.,0,-,0,0
Nicaragua,Export,"Grouper, fresh or chilled",654,.,703,.,733,.,829,.,759,.,615,.,785,.
Nicaragua,Export,"Jack and horse mackerel, frozen",0,.,0,.,0,.,0,.,14,.,117,.,51,.
Nicaragua,Export,"Jack and horse mackerels, fresh or chilled",0,.,0,.,0,.,7,.,2,.,0,-,0,0
Nicaragua,Export,"Jellyfish, other than prepared or preserved",0,.,0,.,0,.,392,.,1154,.,495,.,105,.
Nicaragua,Export,"Livers, roes, milt, fresh or chilled, nei",0,.,0,.,0,.,0,.,1,0,0,-,0,0
Nicaragua,Export,"Livers, roes, milt, frozen",0,.,0,.,0,.,0,.,4,.,24,.,0,-
Nicaragua,Export,"Lobsters nei, meat or tails, frozen",40621,.,46205,.,44166,.,44941,.,50133,.,60948,.,48691,.
Nicaragua,Export,"Lobsters nei, whole, frozen",399,.,1182,.,1394,.,1009,.,3432,.,6862,.,7232,.
Nicaragua,Export,"Mackerels nei, frozen",0,.,0,.,151,.,133,.,148,.,201,.,80,.
Nicaragua,Export,"Mackerels, nei, fresh or chilled",3,.,3,.,3,.,0,-,0,-,13,.,0,0
Nicaragua,Export,"Marine fish nei, smoked",0,-,0,-,1,0,0,-,13,.,41,.,50,.
Nicaragua,Export,"Marine fish, fresh or chilled, nei",3238,.,806,.,277,.,127,.,75,.,37,.,35,.
Nicaragua,Export,"Miscellaneous coastal fishes fillets, frozen,  nei",478,.,758,.,1871,.,1803,.,1944,.,2848,.,2399,.
Nicaragua,Export,"Miscellaneous crustaceans, not frozen, nei",276,.,16,.,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",5413,.,4941,.,0,.,0,.,0,.,0,.,0,.
Nicaragua,Export,"Miscellaneous molluscs, other than live, fresh or chilled, nei",0,.,0,.,0,.,0,.,8135,.,8191,.,8323,.
Nicaragua,Export,"Miscellaneous pelagic fish fillets, frozen, nei",263,.,699,.,359,.,1738,.,2210,.,385,.,6,.
Nicaragua,Export,"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",3,.,4,.,4760,.,8936,.,24,.,10,.,9,.
Nicaragua,Export,"Nile perch and snakeheads (Channa spp.),  fresh or chilled",0,.,0,.,1,0,0,-,0,-,0,-,0,-
Nicaragua,Export,"Norway lobsters (Nephrops spp.), nei, not frozen",0,.,0,.,16,.,27,.,25,.,17,.,18,.
Nicaragua,Export,"Octopus, frozen",3,.,3,.,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Octopus, live, fresh or chilled",1,.,1,0,0,-,0,-,1,.,0,0,0,-
Nicaragua,Export,"Octopus, other than live, fresh or chilled",0,.,0,.,0,.,0,.,12,.,0,-,0,0
Nicaragua,Export,Ornamental fish nei,10,.,19,.,0,.,0,.,0,.,0,.,0,.
Nicaragua,Export,Ornamental freshwater fish,0,.,0,.,34,.,42,.,75,.,22,.,24,.
Nicaragua,Export,Ornamental saltwater fish,0,.,0,.,9,.,6,.,18,.,27,.,31,.
Nicaragua,Export,"Other  edible fish offal, dried, salted or in brine",0,.,0,.,2,.,0,-,0,-,0,-,0,-
Nicaragua,Export,"Pilchards (Sardinops spp.) and Sardinellas, frozen",2,.,10,.,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Rays and skates (Rajidae), fresh or chilled",0,.,0,.,4,.,5,.,3,.,0,-,0,0
Nicaragua,Export,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), frozen, nei",0,.,0,.,0,.,0,.,389,.,2870,.,4408,.
Nicaragua,Export,"Rock lobster and other sea crawfish, not frozen",0,.,0,.,1406,.,1345,.,1934,.,4483,.,3800,.
Nicaragua,Export,"Salmonoids, frozen",0,-,0,-,26,.,0,-,0,-,0,-,0,-
Nicaragua,Export,"Sardines, sardinellas, brisling or sprats, fresh or chilled",6,.,0,-,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Sardines, sardinellas, brisling or sprats, frozen",0,.,0,.,0,.,0,.,6,.,13,.,13,.
Nicaragua,Export,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",0,-,1,0,0,-,0,-,22,.,0,0,14,.
Nicaragua,Export,"Sea-cucumber, live, fresh or chilled",0,.,0,.,0,.,0,.,0,0,56,.,0,-
Nicaragua,Export,"Sea-cucumber, other than live, fresh or chilled",0,.,0,.,1274,.,2436,.,6189,.,6573,.,12156,.
Nicaragua,Export,"Sea-cucumber, prepared or preserved",0,.,0,.,0,.,328,.,712,.,0,0,518,.
Nicaragua,Export,"Seabass, fresh or chilled",0,.,0,.,80,.,14,.,20,.,30,.,2,.
Nicaragua,Export,"Seabass, frozen",1711,.,1477,.,1122,.,1947,.,2176,.,1839,.,1197,.
Nicaragua,Export,"Shark fins, dried, whether or not salted, etc.",0,.,0,.,83,.,3,0,49,.,125,.,44,.
Nicaragua,Export,"Sharks nei, fresh or chilled",61,.,99,.,7,.,0,-,0,-,0,-,0,-
Nicaragua,Export,"Sharks nei, frozen",8,.,188,.,42,.,0,-,29,.,0,-,0,-
Nicaragua,Export,"Shrimps and prawns, frozen, nei",59928,.,62274,.,0,.,0,.,0,.,0,.,0,.
Nicaragua,Export,"Shrimps and prawns, not frozen, nei",3236,.,614,.,0,.,0,.,0,.,0,.,0,.
Nicaragua,Export,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,121720,.,167649,.,196193,.,140867,.,143228,.
Nicaragua,Export,"Shrimps and prawns, other than coldwater, not frozen",0,.,0,.,1313,.,4418,.,873,.,1330,.,29192,.
Nicaragua,Export,"Shrimps and prawns, prep. or pres., not in airtight containers",0,.,0,.,0,.,0,.,0,.,43,.,0,-
Nicaragua,Export,"Shrimps, prawns live, for breeding and other purposes",2799,.,4391,.,3678,.,4818,.,6191,.,6947,.,5301,.
Nicaragua,Export,"Shrimps, prawns, prepared or preserved, nei",42,.,0,-,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Snapper, fresh or chilled",12023,.,12817,.,13542,.,13311,.,16574,.,15812,.,14293,.
Nicaragua,Export,"Squids (Ommastrephes sagittatus, Loligo spp.), frozen",0,.,0,.,0,.,0,.,2,0,11,.,3,.
Nicaragua,Export,"Swordfish fillets, fresh or chilled",0,.,0,.,12,.,0,-,0,-,0,0,0,-
Nicaragua,Export,"Swordfish fillets, frozen",0,.,0,.,33,.,5,.,26,.,23,.,19,.
Nicaragua,Export,"Swordfish meat, frozen",11,.,1,0,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Swordfish, fresh or chilled",0,.,44,.,0,.,0,.,146,.,75,.,134,.
Nicaragua,Export,"Swordfish, frozen",0,.,0,.,0,.,10,.,2,0,1,0,0,-
Nicaragua,Export,"Tilapia fillets, fresh or chilled",0,.,0,.,11,.,0,-,0,-,0,-,0,-
Nicaragua,Export,"Tilapia fillets, frozen",0,.,4,.,0,.,0,.,31,.,0,0,5,.
Nicaragua,Export,"Tilapias, catfish, carp, eels, Nile perch and snakeheads, including fillets, smoked",0,.,0,.,0,.,0,.,12,0,30,.,0,-
Nicaragua,Export,"Tilapias, fresh or chilled",69,.,0,0,61,.,24,.,41,.,34,.,10,.
Nicaragua,Export,"Tilapias, frozen",0,.,0,.,0,.,14,.,53,.,8,.,10,.
Nicaragua,Export,"Tunas nei, frozen",6,.,2,0,0,-,0,-,0,-,3,.,0,-
Nicaragua,Export,"Tunas prepared or preserved, not minced, nei",5,.,0,-,0,-,0,-,0,-,15,.,0,-
Nicaragua,Export,"Tunas, fresh or chilled, nei",146,.,60,.,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Yellowfin tuna, fresh or chilled",1,0,0,-,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Yellowfin tuna, frozen, nei",11,.,0,-,5,.,11,.,0,-,0,-,0,-
Nicaragua,Import,"Abalones, shucked or not, other than live,fresh or chilled",0,.,0,.,2,.,0,-,0,-,0,-,0,-
Nicaragua,Import,Agar agar nei,1,0,16,.,2,0,6,0,9,0,3,0,5,0
Nicaragua,Import,"Alaska pollock fillets, frozen",0,.,0,.,0,.,0,.,0,.,0,.,3,.
Nicaragua,Import,"Anchovies, prepared or preserved, not minced",2,0,5,.,12,.,15,.,8,.,15,.,21,.
Nicaragua,Import,"Anchovies, salted or in brine",2,0,1,0,0,-,0,-,0,-,0,-,0,-
Nicaragua,Import,"Aquatic invertebrates, other than prepared or preserved",0,.,0,.,0,.,0,.,0,.,1,0,20,.
Nicaragua,Import,"Carps, eels and snakeheads, fillets, fresh or chilled",0,.,0,.,0,.,20,.,0,-,0,-,0,-
Nicaragua,Import,"Carps, eels and snakeheads, fillets, frozen",0,.,0,.,18,.,10,.,16,.,55,.,4,.
Nicaragua,Import,"Catfish fillets, fresh or chilled",0,.,0,.,0,.,35,.,0,-,0,-,47,.
Nicaragua,Import,"Catfish fillets, frozen",0,.,0,.,132,.,486,.,627,.,938,.,1517,.
Nicaragua,Import,"Catfish, frozen",0,.,0,.,0,.,0,.,104,.,99,.,1,0
Nicaragua,Import,Caviar,0,.,0,.,7,.,6,.,5,.,5,0,1,0
Nicaragua,Import,Caviar and caviar substitutes,1,0,1,0,0,-,0,-,0,-,0,-,0,-
Nicaragua,Import,Caviar substitutes,0,.,0,.,5,0,1,0,4,0,1,0,3,.
Nicaragua,Import,"Clams, cockles, arkshells, etc., prep. or pres., nei",0,.,0,.,14,.,4,.,3,.,5,.,3,.
Nicaragua,Import,"Clams, cockles, arkshells, live, fresh or chilled",0,.,0,.,0,.,5,.,10,.,11,.,2,.
Nicaragua,Import,"Clams, cockles, arkshells, other than live, fresh or chilled",0,.,0,.,2,0,15,.,2,.,15,.,21,.
Nicaragua,Import,"Cod nei, fillets, frozen",0,.,0,.,1,0,1,0,2,.,1,0,2,0
Nicaragua,Import,"Cods nei, dried,  whether or not salted",0,-,0,-,0,-,0,-,0,0,1,0,0,0
Nicaragua,Import,"Cods nei, salted or in brine",0,-,0,-,2,0,0,-,0,-,0,-,0,-
Nicaragua,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), not frozen",0,.,0,.,0,.,0,.,0,.,0,.,1,0
Nicaragua,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), whether in shell or not, frozen",0,.,0,.,3,0,5,0,0,.,0,0,0,0
