Land Area,Trade flow,Commodity,2010,S_2010,2011,S_2011,2012,S_2012,2013,S_2013,2014,S_2014,2015,S_2015,2016,S_2016
Honduras,Import,"Shrimps, prawns, prepared or preserved, nei",30,.,174,.,0,.,0,.,0,.,0,.,0,.
Honduras,Import,"Snapper, fresh or chilled",0,.,0,.,0,.,5,.,1,.,4,.,1,0
Honduras,Import,"Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen",4,0,16,.,92,.,147,.,94,.,80,.,11,.
Honduras,Import,"Swordfish fillets, frozen",0,-,17,.,0,-,0,-,0,-,0,-,0,-
Honduras,Import,"Tilapia fillets, fresh or chilled",0,.,0,.,3,.,790,.,1501,.,1506,.,1163,.
Honduras,Import,"Tilapia fillets, frozen",2199,.,2007,.,2006,.,1830,.,1494,.,1979,.,1959,.
Honduras,Import,"Tilapia, catfish, carp, eel, Nile perch and snakeheads, fillets, dried/salted/brine, not smoked",0,.,0,.,277,.,457,.,23,.,0,-,0,-
Honduras,Import,"Tilapias, catfish, carp, eels, Nile perch and snakeheads  meat, frozen",0,.,0,.,0,.,0,.,433,.,299,.,393,.
Honduras,Import,"Tilapias, fresh or chilled",1493,.,1406,.,1910,.,1312,.,202,.,253,.,361,.
Honduras,Import,"Tilapias, frozen",0,.,0,.,0,0,1,0,0,0,1,0,1,0
Honduras,Import,"Toothfish (Dissostichus spp.), fillets, fresh or chilled",1,0,0,-,0,-,0,-,0,-,0,-,0,-
Honduras,Import,"Trout fillets, fresh and chilled",0,.,0,.,0,.,0,.,0,.,0,.,1,0
Honduras,Import,"Trout fillets, frozen",0,.,0,.,5,.,53,.,56,.,59,.,60,.
Honduras,Import,Trouts and chars live,0,-,2,0,0,-,0,-,0,-,0,-,0,-
Honduras,Import,"Trouts and chars, fresh or chilled",20,.,0,-,0,-,0,-,0,-,0,-,0,-
Honduras,Import,"Tuna loins and fillets, frozen",0,.,0,.,4,.,7,.,11,.,23,.,51,.
Honduras,Import,"Tuna loins, prepared or preserved",0,0,23,.,13,.,3,.,25,.,11,.,78,.
Honduras,Import,"Tunas nei, frozen",86,.,96,.,155,.,131,.,134,.,158,.,116,.
Honduras,Import,"Tunas prepared or preserved, not minced, nei",1012,.,1041,.,960,.,1544,.,1430,.,1227,.,1352,.
Honduras,Import,"Tunas, fresh or chilled, nei",3,0,0,0,1,0,1,0,11,0,0,-,0,-
Honduras,Import,"Yellowfin tuna, fresh or chilled",0,-,0,-,0,-,0,-,0,-,0,-,4,0
Jamaica,Export,"American/European lobsters (Homarus spp.), nei, frozen",2405,.,2483,.,2685,.,3590,.,5824,.,3817,.,1425,.
Jamaica,Export,"American/European lobsters (Homarus spp.), not frozen",1048,.,1295,.,1464,.,1612,.,1710,.,159,.,9,.
Jamaica,Export,"Clams, cockles, arkshells, etc., prep. or pres., nei",0,.,0,.,0,.,0,.,0,.,1,0,0,-
Jamaica,Export,"Cods nei, dried,  whether or not salted",0,0,8,.,1,0,0,0,2,0,0,-,0,0
Jamaica,Export,"Cods nei, salted or in brine",1,.,0,0,0,0,0,-,0,-,0,-,0,-
Jamaica,Export,Coral and the like,0,-,0,-,0,-,0,-,0,0,1,0,2,0
Jamaica,Export,"Crabs nei, frozen",0,-,5,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Crabs, not frozen",0,-,1,0,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Crustaceans nei, frozen",3101,.,3614,.,3948,.,4700,.,394,.,28,.,0,-
Jamaica,Export,"Crustaceans nei, prepared or preserved",20,.,0,-,0,-,1,.,0,-,0,-,0,-
Jamaica,Export,"Cuttlefish and squid, other than live, fresh or chilled",0,-,11,.,1,0,0,-,0,-,11,.,0,-
Jamaica,Export,Eels and elvers live,0,.,0,.,0,.,0,.,6,0,1,0,0,-
Jamaica,Export,"Eels, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,6,.
Jamaica,Export,"Fish dried, whether or not salted, nei",0,0,2,0,7,.,0,0,0,.,0,0,0,0
Jamaica,Export,"Fish fillets, dried, salted or in brine, nei",0,0,0,.,0,.,4,.,5,0,14,.,0,.
Jamaica,Export,"Fish fillets, fresh or chilled, nei",6,.,94,.,0,.,1,0,8,.,3,0,0,-
Jamaica,Export,"Fish fillets, frozen, nei",14,.,199,.,3,0,0,.,0,.,12,.,0,-
Jamaica,Export,"Fish meat, whether or not minced, frozen, nei",17,.,1,0,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Fish minced nei, prepared or preserved",3,.,0,-,68,.,34,.,17,.,27,.,120,.
Jamaica,Export,"Fish nei, salted or in brine",0,-,1,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Fish nei, smoked",1,0,0,-,0,0,0,0,1,0,1,0,0,0
Jamaica,Export,"Fish, frozen, nei",15,.,339,.,0,.,0,.,6,.,2,0,0,-
Jamaica,Export,"Fishmeal fit for human consumption, nei",0,-,4,.,0,-,0,0,0,-,0,-,0,-
Jamaica,Export,"Gadiformes, fillets, dried, salted or in brine, not smoked",0,.,0,.,0,.,0,.,1,0,0,-,0,-
Jamaica,Export,"Herrings nei, smoked",2,0,0,-,0,-,0,-,0,0,1,0,0,-
Jamaica,Export,"Herrings prepared or preserved, not minced, nei",1,0,0,-,0,-,17,.,0,-,0,0,0,0
Jamaica,Export,"Livers, roes, milt, dried, salted or in brine, nei",0,.,149,.,0,.,0,0,0,-,0,-,0,0
Jamaica,Export,"Lobster tails or meat, prep. or pres.",2,0,4,.,118,.,0,-,18,.,0,-,0,-
Jamaica,Export,"Lobsters nei, frozen",0,-,206,.,0,-,0,-,0,-,1504,.,3921,.
Jamaica,Export,"Mackerel prepared or preserved, not minced, nei",354,.,394,.,510,.,294,.,208,.,32,.,23,.
Jamaica,Export,"Mackerel, dried, whether or not salted, but not smoked",4,.,0,-,1,0,2,0,1,0,15,.,2,.
Jamaica,Export,"Mackerels nei, frozen",42,.,0,.,0,.,0,0,1,0,1,0,0,-
Jamaica,Export,"Mackerels nei, salted or in brine",4,.,0,-,2,.,0,0,2,0,7,.,3,.
Jamaica,Export,"Marine fish nei, minced, prepared or preserved",0,-,74,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Marine fish nei, prepared or preserved, not minced",0,-,3,.,0,-,0,0,3,0,0,-,0,-
Jamaica,Export,"Marine fish nei, smoked",4,.,5,0,2,0,4,0,2,0,36,.,10,.
Jamaica,Export,"Marine fish, fresh or chilled, nei",2,0,10,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Marine fish, frozen, nei",3,.,0,-,1,0,0,-,0,-,0,-,0,-
Jamaica,Export,"Miscellaneous crustaceans, not frozen, nei",0,-,15,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Miscellaneous marine fish, salted or in brine, nei",0,-,0,-,1,.,0,-,1,0,0,-,4,.
Jamaica,Export,"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",31,.,9,.,48,.,700,.,98,.,38,.,0,-
Jamaica,Export,"Miscellaneous molluscs, other than live, fresh or chilled, nei",0,.,0,.,0,.,0,.,2932,.,1267,.,291,.
Jamaica,Export,"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",21,.,0,0,0,-,6,.,0,-,0,-,0,-
Jamaica,Export,"Molluscs live, spat, for breeding and other purposes, nei",512,.,0,.,0,.,20,0,0,-,0,-,0,-
Jamaica,Export,"Molluscs nei, live, fresh or chilled",0,.,0,.,0,.,0,.,962,.,3146,.,5687,.
Jamaica,Export,"Mussel meat, prepared or preserved, nei",0,.,0,.,0,.,0,.,0,.,1,0,0,-
Jamaica,Export,"Mussels nei, other than live, fresh or chilled",0,0,5,.,0,0,0,-,0,-,0,0,0,-
Jamaica,Export,"Mussels, live, fresh or chilled, nei",0,.,5,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Octopus, other than live, fresh or chilled",0,-,4,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,Ornamental fish nei,1,0,0,-,0,-,3,.,7,.,1,0,0,-
Jamaica,Export,Ornamental freshwater fish,0,.,0,.,0,.,0,.,4,0,7,.,20,.
Jamaica,Export,Ornamental saltwater fish,0,.,0,.,0,.,0,.,1,0,0,-,0,-
Jamaica,Export,Other seaweeds and aquatic plants and products thereof,22,.,0,0,1,0,0,0,0,0,0,-,0,-
Jamaica,Export,"Oysters, live fresh or chilled, nei",0,.,31,.,1,0,0,-,0,-,0,-,0,-
Jamaica,Export,"Rock lobster and other sea crawfish, not frozen",187,.,0,.,0,.,0,.,57,.,360,.,288,.
Jamaica,Export,"Saithe (=Pollock), fresh or chilled",0,-,0,0,0,-,1,.,0,-,0,-,0,-
Jamaica,Export,"Salmonoids, frozen",3,0,0,-,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Salmons, smoked",2,0,3,0,3,0,0,0,0,-,0,-,0,-
Jamaica,Export,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",56,.,4,.,14,.,94,.,31,.,8,.,1,.
Jamaica,Export,"Scallops, other than live, fresh or chilled",0,.,2,0,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Sea-cucumber, live, fresh or chilled",0,.,0,.,0,.,0,.,40,.,0,-,0,-
Jamaica,Export,"Sea-cucumber, other than live, fresh or chilled",0,.,0,.,0,.,0,.,8,0,0,-,0,-
Jamaica,Export,"Sea-cucumber, prepared or preserved",0,.,0,.,0,.,0,.,1,0,0,-,0,-
Jamaica,Export,"Sea-urchin, other than live, fresh or chilled",0,.,0,.,0,.,16,.,0,-,0,-,0,-
Jamaica,Export,"Seaweeds and other algae, unfit for human consumption, nei",0,.,0,.,0,.,0,.,0,0,0,-,1,0
Jamaica,Export,"Shrimps and prawns, frozen, nei",110,.,980,.,26,.,6,.,84,.,0,0,0,-
Jamaica,Export,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,0,.,0,.,30,.,64,.,0,-
Jamaica,Export,"Shrimps and prawns, prep. or pres., in airtight containers",0,.,0,.,0,.,0,.,26,.,23,.,25,.
Jamaica,Export,"Shrimps, prawns, prepared or preserved, nei",1,.,3,.,62,.,29,.,1,.,2,.,2,0
Jamaica,Export,"Tilapia fillets, frozen",0,.,0,.,0,.,0,.,3,.,3,.,2,0
Jamaica,Export,"Toothfish (Dissostichus spp.), fillets, frozen",0,.,27,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Trouts and chars, frozen",0,.,0,.,0,.,0,.,88,.,0,-,0,-
Jamaica,Export,"Trouts and chars, smoked",0,.,0,.,0,.,0,.,0,.,3,0,0,-
Jamaica,Export,"Tunas prepared or preserved, not minced, nei",1,.,1,0,0,0,58,.,4,.,0,0,1,0
Jamaica,Import,Agar agar nei,3,0,14,0,13,0,1,0,16,0,15,.,26,.
Jamaica,Import,"Alaska pollock, meat, whether or not minced, frozen",0,.,0,.,0,.,0,.,0,.,20,.,36,.
Jamaica,Import,"Albacore (=Longfin tuna), fresh or chilled",0,-,1,0,0,-,0,0,0,-,0,-,0,-
Jamaica,Import,"Albacore (=Longfin tuna), frozen, nei",11,.,0,.,0,.,0,.,47,.,48,.,169,.
Jamaica,Import,"American/European lobsters (Homarus spp.), nei, frozen",0,0,226,.,0,-,0,-,74,.,0,-,0,-
Jamaica,Import,"American/European lobsters (Homarus spp.), not frozen",0,-,4,0,0,0,0,-,0,-,0,-,0,-
Jamaica,Import,"Anchovies, prepared or preserved, not minced",46,.,34,.,40,.,47,.,38,.,39,.,30,.
Jamaica,Import,"Atlantic and Danube salmons, fresh or chilled",0,.,0,.,0,.,0,.,0,.,2,0,0,-
Jamaica,Import,"Atlantic salmon and Danube salmon, frozen",0,.,0,.,0,.,0,.,0,.,0,.,3,.
Jamaica,Import,"Carps, eels and snakeheads, fillets, fresh or chilled",0,.,0,.,0,.,0,.,264,.,187,.,67,.
Jamaica,Import,"Carps, eels and snakeheads, fillets, frozen",0,.,0,.,0,.,0,.,130,.,130,.,82,.
Jamaica,Import,"Catfish fillets, fresh or chilled",0,.,0,.,0,.,0,.,28,.,3,.,1,0
Jamaica,Import,"Catfish fillets, frozen",0,.,0,.,0,.,0,.,49,.,107,.,183,.
Jamaica,Import,"Catfish, frozen",0,.,0,.,0,.,0,.,320,.,269,.,225,.
Jamaica,Import,Caviar,0,.,0,.,0,.,0,.,36,.,46,.,32,.
Jamaica,Import,Caviar and caviar substitutes,22,.,22,.,31,.,32,.,0,-,0,-,0,-
Jamaica,Import,"Clams, cockles, arkshells, etc., prep. or pres., nei",0,.,0,.,0,.,0,.,134,.,93,.,125,.
Jamaica,Import,"Cods nei, dried,  whether or not salted",325,.,308,.,20,.,941,.,3905,.,4199,.,2058,.
Jamaica,Import,"Cods nei, frozen",11,.,0,.,0,.,0,.,1,.,0,-,10,.
Jamaica,Import,"Cods nei, salted or in brine",0,-,0,-,0,-,0,-,136,.,0,-,0,-
Jamaica,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), not frozen",0,.,0,.,0,.,0,.,411,.,7,.,0,-
Jamaica,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), whether in shell or not, frozen",0,.,0,.,0,.,0,.,142,.,3,0,13,.
Jamaica,Import,Coral and the like,0,-,1,0,1,0,3,0,0,-,2,.,0,0
Jamaica,Import,"Crab meat nei, prepared or preserved",440,.,309,.,501,.,440,.,494,.,586,.,661,.
Jamaica,Import,"Crabs nei, frozen",2,0,2,0,37,.,5,.,41,.,82,.,79,.
Jamaica,Import,"Crabs, peeled or not, fresh or chilled, nei",0,-,0,0,0,-,0,-,0,-,0,-,1,0
Jamaica,Import,"Crustaceans nei, frozen",0,0,1,.,1,0,1,0,0,-,5,0,0,0
Jamaica,Import,"Crustaceans nei, prepared or preserved",3,.,1,0,1,0,40,.,0,-,0,-,0,-
Jamaica,Import,"Cuttlefish and squid, other than live, fresh or chilled",365,.,234,.,98,.,27,.,49,.,34,.,65,.
Jamaica,Import,"Cuttlefish and squid, prepared or preserved",0,.,0,.,0,.,0,.,278,.,335,.,532,.
Jamaica,Import,"Cuttlefishes and squids, live, fresh or chilled, nei",0,0,0,0,0,.,0,.,1,0,0,0,0,-
Jamaica,Import,"Eels, fresh or chilled",12,.,20,.,8,.,0,-,0,-,0,-,0,-
Jamaica,Import,"Eels, frozen",0,-,2,0,0,-,0,-,0,-,0,-,0,-
Jamaica,Import,"Fish body oils, nei",16,.,27,.,18,.,17,.,20,.,39,.,26,.
Jamaica,Import,"Fish dried, whether or not salted, nei",26980,.,29805,.,29441,.,23809,.,17622,.,13545,.,16555,.
Jamaica,Import,"Fish fillets, dried, salted or in brine, nei",13,.,5,.,33,.,23,.,4,.,0,.,11,.
Jamaica,Import,"Fish fillets, fresh or chilled, nei",56,.,105,.,91,.,46,.,3184,.,3104,.,4180,.
Jamaica,Import,"Fish fillets, frozen, nei",6038,.,7178,.,7343,.,6581,.,331,.,1692,.,1360,.
Jamaica,Import,"Fish heads, tail, maws etc., dried, salted, or in brine",0,.,0,.,0,.,0,.,0,0,0,-,7,.
Jamaica,Import,"Fish liver oils, nei",20,.,12,.,4,0,7,0,4,0,0,-,5,0
Jamaica,Import,"Fish meat, whether or not minced nei, fresh or chilled",0,.,0,.,0,.,0,.,164,.,0,-,0,0
Jamaica,Import,"Fish meat, whether or not minced, frozen, nei",253,.,304,.,168,.,335,.,580,.,421,.,881,.
Jamaica,Import,"Fish minced nei, prepared or preserved",601,.,1267,.,2103,.,3015,.,3758,.,2985,.,2949,.
Jamaica,Import,"Fish nei, salted or in brine",0,-,348,.,0,-,27,.,30,.,1,0,0,-
Jamaica,Import,"Fish waste, nei",17,.,20,.,39,.,11,.,57,.,57,.,16,.
Jamaica,Import,"Fish, fresh or chilled, nei",0,.,0,.,0,.,0,.,100,.,111,.,19,.
Jamaica,Import,"Fishmeal fit for human consumption, nei",87,.,38,.,87,.,77,.,27,.,56,.,64,.
Jamaica,Import,"Fishmeals, nei",66,.,186,.,111,.,184,.,390,.,410,.,732,.
Jamaica,Import,"Flatfish nei, fillets, fresh or chilled",0,.,0,.,0,.,0,.,6,.,0,-,0,-
Jamaica,Import,"Flatfish nei, frozen",30,.,9,.,0,-,2,0,0,-,0,-,1,0
Jamaica,Import,"Flatfish, fresh or chilled, nei",0,-,0,-,0,-,0,-,2,0,2,0,3,0
Jamaica,Import,"Gadiformes fillets, frozen, nei",0,.,0,.,0,.,0,.,0,.,2,0,0,-
Jamaica,Import,"Hakes nei, frozen",0,.,0,.,0,.,0,.,0,.,28,.,24,.
Jamaica,Import,"Herring, salted or in brine",0,0,0,-,60,.,0,-,0,0,0,-,0,-
Jamaica,Import,"Herrings nei, frozen",0,.,9,.,14,.,11,.,13,.,30,.,21,.
Jamaica,Import,"Herrings nei, smoked",630,.,923,.,952,.,624,.,832,.,756,.,851,.
Jamaica,Import,"Herrings prepared or preserved, not minced, nei",18,.,30,.,28,.,28,.,25,.,27,.,19,.
Jamaica,Import,"Herrings, fresh or chilled, nei",0,-,0,-,0,-,35,.,0,-,0,-,0,-
Jamaica,Import,"Jack and horse mackerel, frozen",0,.,0,.,0,.,0,.,0,0,12,.,0,0
Jamaica,Import,"Jack and horse mackerels, fresh or chilled",0,.,0,.,0,.,0,.,0,.,2,0,0,-
Jamaica,Import,"Lobster tails or meat, prep. or pres.",1,.,0,-,1,0,5,.,0,-,1,0,0,-
Jamaica,Import,"Mackerel prepared or preserved, not minced, nei",13221,.,18000,.,19366,.,19219,.,19222,.,17952,.,15902,.
Jamaica,Import,"Mackerel, dried, whether or not salted, but not smoked",199,.,0,-,352,.,43,.,0,-,132,.,0,-
Jamaica,Import,"Mackerels nei, frozen",3390,.,3067,.,4297,.,3474,.,4436,.,1203,.,2066,.
Jamaica,Import,"Mackerels nei, salted or in brine",0,0,0,-,0,-,1,0,0,0,0,-,20,.
Jamaica,Import,"Mackerels, nei, fresh or chilled",536,.,849,.,574,.,173,.,217,.,807,.,1206,.
Jamaica,Import,"Marine fish nei, prepared or preserved, not minced",235,.,502,.,277,.,328,.,940,.,898,.,1747,.
Jamaica,Import,"Marine fish nei, smoked",277,.,210,.,60,.,59,.,83,.,3,0,84,.
Jamaica,Import,"Marine fish, fresh or chilled, nei",0,.,66,.,17,.,237,.,640,.,941,.,1057,.
Jamaica,Import,"Marine fish, frozen, nei",16022,.,17991,.,20004,.,22968,.,21058,.,25527,.,21770,.
Jamaica,Import,"Miscellaneous crustaceans, not frozen, nei",0,0,0,-,44,.,0,-,52,.,65,.,24,.
Jamaica,Import,"Miscellaneous marine fish, salted or in brine, nei",389,.,0,-,320,.,17,.,2465,.,1063,.,110,.
Jamaica,Import,"Molluscs and other aq. invertebrates, prep. or pres., nei",731,.,970,.,1492,.,1575,.,0,.,0,.,0,.
Jamaica,Import,"Molluscs nei, live, fresh or chilled",0,.,0,.,0,.,0,.,0,.,188,.,0,-
Jamaica,Import,"Molluscs nei, prepared or preserved",0,.,0,.,0,.,0,.,51,.,40,.,17,.
Jamaica,Import,"Mussel meat, prepared or preserved, nei",0,.,0,.,0,.,0,.,500,.,346,.,401,.
Jamaica,Import,"Mussels nei, other than live, fresh or chilled",48,.,174,.,6,.,84,.,4,0,4,.,13,.
Jamaica,Import,"Nile perch (Lates niloticus) and snakeheads (Channa spp.), frozen",0,.,0,.,0,.,0,.,5,.,26,.,2,0
Jamaica,Import,"Nile perch and snakeheads (Channa spp.),  fresh or chilled",0,.,0,.,0,.,0,.,0,.,1,0,0,-
Jamaica,Import,"Octopus, frozen",99,.,45,.,84,.,7,.,2,.,3,.,7,.
Jamaica,Import,"Octopus, live, fresh or chilled",0,-,0,0,8,.,1,0,0,-,0,-,0,-
Jamaica,Import,"Octopus, prepared or preserved",0,.,0,.,0,.,0,.,119,.,231,.,271,.
Jamaica,Import,Ornamental fish nei,1,.,0,-,0,-,0,-,0,-,0,-,0,-
Jamaica,Import,Ornamental freshwater fish,0,.,0,.,0,.,0,.,0,.,0,.,4,.
Jamaica,Import,Ornamental saltwater fish,0,.,0,.,0,.,0,.,6,0,7,0,0,-
Jamaica,Import,"Other  edible fish offal, dried, salted or in brine",0,.,0,.,0,.,0,.,0,.,0,.,5,.
Jamaica,Import,"Other aquatic invertebrates, prepared or preserved, nei",0,.,0,.,0,.,0,.,427,.,301,.,445,.
Jamaica,Import,Other seaweeds and aquatic plants and products thereof,35,.,37,.,78,.,53,.,0,.,0,.,0,.
Jamaica,Import,"Oyster meat, prepared or preserved, nei",0,.,0,.,0,.,0,.,37,.,36,.,67,.
Jamaica,Import,"Oysters, live fresh or chilled, nei",14,.,2,0,1,0,1,0,0,0,0,-,0,-
Jamaica,Import,"Pacific salmons, fresh or chilled",0,.,0,.,0,.,0,.,8,.,0,-,3,.
Jamaica,Import,"Pacific salmons, frozen, nei",0,.,42,.,13,.,6,.,6,.,5,.,6,.
Jamaica,Import,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",0,-,12527,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Import,"River eels, prepared or preserved, not minced, nei",0,.,0,.,0,.,0,.,13,.,0,-,0,-
Jamaica,Import,"Salmon fillets, fresh or chilled",0,.,0,.,0,.,0,.,0,.,14,.,0,-
Jamaica,Import,"Salmon fillets, frozen",0,.,0,.,0,.,0,.,133,.,141,.,205,.
Jamaica,Import,"Salmon nei, not minced, prepared or preserved",298,.,542,.,543,.,391,.,760,.,963,.,1105,.
Jamaica,Import,"Salmonoids meat, fresh or chilled, nei",0,.,0,.,0,.,0,.,0,.,0,.,1,0
Jamaica,Import,"Salmonoids, fresh or chilled, nei",25,.,7,.,2,0,0,-,2,0,3,0,1,0
Jamaica,Import,"Salmonoids, frozen",123,.,141,.,68,.,39,.,49,.,264,.,110,.
Jamaica,Import,"Salmons nei, frozen",24,.,18,.,1,0,0,0,0,-,0,-,0,-
Jamaica,Import,"Salmons, fresh or chilled, nei",15,.,0,-,0,-,5,0,0,-,0,-,0,-
Jamaica,Import,"Salmons, smoked",561,.,583,.,718,.,833,.,233,.,295,.,736,.
Jamaica,Import,"Sardines, sardinellas, brisling or sprats, fresh or chilled",0,.,0,.,0,.,84,.,0,-,0,-,0,-
Jamaica,Import,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",8606,.,0,-,10682,.,10327,.,12337,.,10524,.,9948,.
Jamaica,Import,"Scallop meat, prepared or preserved",0,.,0,.,0,.,0,.,507,.,754,.,639,.
Jamaica,Import,"Scallops, live, fresh or chilled, nei",0,.,0,.,0,.,0,.,2,0,0,-,0,-
Jamaica,Import,"Scallops, other than live, fresh or chilled",141,.,76,.,6,0,3,0,6,.,1,0,14,.
Jamaica,Import,"Scallops, shucked, fresh or chilled, nei",0,0,0,-,0,0,1,0,2,0,0,-,0,-
Jamaica,Import,"Sea-urchin, other than live, fresh or chilled",0,.,0,.,0,.,0,.,5,0,0,-,3,.
Jamaica,Import,"Sea-urchin, prepared or preserved",0,.,0,.,0,.,0,.,0,.,5,.,0,-
Jamaica,Import,"Seabass, frozen",0,.,0,.,0,.,0,.,0,.,20,.,4,0
Jamaica,Import,"Seaweeds and other algae, fit for human consumption, nei",0,.,0,.,0,.,0,.,55,.,46,.,44,.
Jamaica,Import,"Seaweeds and other algae, unfit for human consumption, nei",0,.,0,.,0,.,0,.,42,.,61,.,48,.
Jamaica,Import,"Shrimps and prawns, frozen, nei",4840,.,3102,.,3639,.,2573,.,0,.,0,.,0,.
Jamaica,Import,"Shrimps and prawns, not frozen, nei",16,.,132,.,40,.,184,.,0,.,0,.,0,.
Jamaica,Import,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,0,.,0,.,3525,.,2150,.,2010,.
Jamaica,Import,"Shrimps and prawns, other than coldwater, not frozen",0,.,0,.,0,.,0,.,0,.,125,.,68,.
Jamaica,Import,"Shrimps and prawns, prep. or pres., in airtight containers",0,.,0,.,0,.,0,.,4485,.,4643,.,8711,.
Jamaica,Import,"Shrimps and prawns, prep. or pres., not in airtight containers",0,.,0,.,0,.,0,.,150,.,190,.,377,.
Jamaica,Import,"Shrimps, prawns live, for breeding and other purposes",105,.,0,-,130,.,53,.,0,-,0,-,0,-
Jamaica,Import,"Shrimps, prawns, prepared or preserved, nei",2544,.,2165,.,3319,.,4937,.,0,.,0,.,0,.
Jamaica,Import,"Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen",0,-,0,-,0,-,0,-,4,0,0,-,0,-
Jamaica,Import,"Swordfish, frozen",0,.,0,.,0,.,0,.,0,.,1,0,16,.
Jamaica,Import,"Tilapia fillets, fresh or chilled",0,.,0,.,0,.,0,.,20,.,14,.,0,-
Jamaica,Import,"Tilapia fillets, frozen",0,.,0,.,0,.,0,.,0,.,3,0,105,.
Jamaica,Import,"Tilapias, frozen",0,.,0,.,0,.,0,.,0,.,83,.,0,-
Jamaica,Import,"Toothfish (Dissostichus spp.), frozen",2,.,2,.,62,.,1,0,0,-,0,-,0,-
Jamaica,Import,"Trout fillets, fresh and chilled",0,.,0,.,0,.,0,.,1267,.,1264,.,1581,.
Jamaica,Import,"Trout fillets, frozen",0,.,0,.,0,.,0,.,145,.,372,.,165,.
Jamaica,Import,"Trouts and chars, fresh or chilled",0,-,0,-,0,-,0,-,173,.,376,.,0,-
Jamaica,Import,"Trouts and chars, frozen",96,.,178,.,184,.,77,.,0,-,0,-,0,-
Jamaica,Import,"Trouts and chars, smoked",0,.,0,.,0,.,0,.,0,0,4,0,10,0
Jamaica,Import,"Tuna loins and fillets, frozen",0,.,0,.,0,.,0,.,1,0,0,0,0,-
Jamaica,Import,"Tunas nei, frozen",20,.,9,.,17,.,1,0,3,0,25,.,32,.
Jamaica,Import,"Tunas prepared or preserved, not minced, nei",1514,.,2145,.,2379,.,1523,.,1692,.,1624,.,1120,.
Jamaica,Import,"Tunas, fresh or chilled, nei",9,.,0,0,2,0,9,.,0,-,0,-,0,-
Jamaica,Import,"Yellowfin tuna, fresh or chilled",141,.,183,.,83,.,198,.,0,-,3,.,3,0
Jamaica,Import,"Yellowfin tuna, frozen, nei",1,0,0,-,0,-,0,-,132,.,152,.,167,.
Jamaica,Reexports,"Albacore (=Longfin tuna), fresh or chilled",0,.,0,.,8,.,0,-,0,-,0,-,6,0
Jamaica,Reexports,"Albacore (=Longfin tuna), frozen, nei",0,.,0,.,0,.,0,.,0,.,0,.,14,.
Jamaica,Reexports,"American/European lobsters (Homarus spp.), nei, frozen",0,.,0,.,1,0,13,.,0,-,8,0,10,.
Jamaica,Reexports,"American/European lobsters (Homarus spp.), not frozen",0,.,0,.,0,.,2,0,0,0,0,-,0,-
Jamaica,Reexports,"Carps, eels and snakeheads, fillets, fresh or chilled",0,.,0,.,0,.,0,.,29,.,7,.,1,0
Jamaica,Reexports,"Carps, eels and snakeheads, fillets, frozen",0,.,0,.,0,.,0,.,0,.,3,0,0,-
Jamaica,Reexports,"Catfish fillets, fresh or chilled",0,.,0,.,0,.,0,.,1,.,3,.,0,0
Jamaica,Reexports,"Catfish fillets, frozen",0,.,0,.,0,.,0,.,1,0,1,0,2,.
Jamaica,Reexports,Caviar,0,.,0,.,0,.,0,.,0,.,1,0,0,0
Jamaica,Reexports,"Clams, cockles, arkshells, etc., prep. or pres., nei",0,.,0,.,0,.,0,.,0,.,5,.,7,.
Jamaica,Reexports,"Clams, cockles, arkshells, other than live, fresh or chilled",0,.,0,.,0,.,0,.,4,.,0,0,0,0
Jamaica,Reexports,"Cods nei, dried,  whether or not salted",1,0,7,.,1,0,2,0,3,0,9,.,7,.
Jamaica,Reexports,"Cods nei, frozen",0,.,0,.,0,.,2,.,0,0,6,.,0,-
Jamaica,Reexports,"Cods nei, salted or in brine",0,.,0,.,0,.,0,.,0,.,0,.,3,0
