Land Area,Trade flow,Commodity,2010,S_2010,2011,S_2011,2012,S_2012,2013,S_2013,2014,S_2014,2015,S_2015,2016,S_2016
Jamaica,Reexports,"Shrimps, prawns, prepared or preserved, nei",2,.,0,-,0,0,1,.,0,0,0,-,0,0
Jamaica,Reexports,"Swordfish fillets, fresh or chilled",2,.,0,0,1,.,1,.,0,0,0,.,1,.
Jamaica,Reexports,"Swordfish meat, frozen",0,-,0,-,1,.,0,-,0,0,0,-,0,0
Jamaica,Reexports,"Tilapia fillets, frozen",0,.,0,.,0,.,0,.,1,.,0,0,1,.
Jamaica,Reexports,"Tilapias, catfish, carp, eels, Nile perch and snakeheads, including fillets, smoked",0,.,0,.,0,.,0,.,1,.,0,-,0,-
Jamaica,Reexports,"Toothfish (Dissostichus spp.), fillets, frozen",0,.,6,.,1,.,0,-,0,-,0,-,0,-
Jamaica,Reexports,"Tunas nei, frozen",0,.,0,.,0,.,0,.,0,.,0,.,1,.
Jamaica,Reexports,"Tunas prepared or preserved, not minced, nei",0,.,0,0,0,.,0,.,1,.,2,.,11,.
Jamaica,Reexports,"Tunas, fresh or chilled, nei",0,0,0,-,0,0,0,-,0,-,0,0,1,.
Montserrat,Import,"Atlantic mackerel prepared or preserved, not minced",8,.,4,.,5,.,5,.,7,.,4,.,5,.
Montserrat,Import,"Cuttlefish and squid, other than live, fresh or chilled",0,.,0,0,1,.,2,.,2,.,2,.,2,.
Montserrat,Import,"Fish dried, whether or not salted, nei",0,-,17,.,0,0,0,0,3,.,1,.,2,.
Montserrat,Import,"Fish fillets, frozen, nei",5,.,0,0,5,.,19,.,17,.,31,.,17,.
Montserrat,Import,"Fish meat, whether or not minced, frozen, nei",0,.,3,.,1,.,1,.,0,0,0,0,1,.
Montserrat,Import,"Fish nei, salted or in brine",0,-,1,.,0,-,0,0,0,0,0,0,0,0
Montserrat,Import,"Herrings nei, smoked",0,-,1,.,1,.,1,.,0,0,1,.,1,.
Montserrat,Import,"Herrings prepared or preserved, not minced, nei",0,-,0,0,0,0,0,0,1,.,0,0,0,-
Montserrat,Import,"Marine fish nei, smoked",0,-,0,-,2,.,1,.,0,0,1,.,1,.
Montserrat,Import,"Marine fish, frozen, nei",6,.,5,.,6,.,2,.,1,.,2,.,4,.
Montserrat,Import,"Miscellaneous marine fish nei, dried, whether or not salted",17,.,0,-,22,.,17,.,11,.,13,.,15,.
Montserrat,Import,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",5,.,7,.,7,.,9,.,6,.,8,.,7,.
Montserrat,Import,"Salmon nei, not minced, prepared or preserved",1,.,1,.,2,.,2,.,2,.,0,0,1,.
Montserrat,Import,"Shrimps and prawns, frozen, nei",2,.,2,.,3,.,3,.,3,.,4,.,4,.
Montserrat,Import,"Tunas prepared or preserved, not minced, nei",7,.,9,.,10,.,10,.,11,.,7,.,6,.
Nicaragua,Export,"Catfish fillets, frozen",0,.,0,.,0,.,0,.,0,.,0,.,5,.
Nicaragua,Export,"Catfish, fresh or chilled",0,.,0,.,0,.,18,.,14,.,14,.,1,.
Nicaragua,Export,"Cobia, fresh or chilled",0,.,0,.,22,.,19,.,27,F,2,.,4,.
Nicaragua,Export,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), not frozen",0,.,0,.,21,.,52,.,68,.,47,.,125,.
Nicaragua,Export,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), whether in shell or not, frozen",0,.,0,.,214,.,24,.,48,.,4,.,0,-
Nicaragua,Export,"Common sole, fresh or chilled",1,.,6,.,0,-,6,.,5,.,0,-,6,.
Nicaragua,Export,"Common sole, frozen",22,.,29,.,36,.,48,.,56,.,88,.,74,.
Nicaragua,Export,Coral and the like,22,.,17,.,0,-,0,0,0,-,1,.,16,.
Nicaragua,Export,"Crab meat nei, prepared or preserved",0,-,0,-,0,-,0,-,42,.,83,.,54,.
Nicaragua,Export,"Crabs nei, frozen",83,.,132,.,119,.,255,.,223,.,134,.,163,.
Nicaragua,Export,"Dolphinfishes, fresh or chilled",105,.,196,.,257,.,485,.,609,.,191,.,11,.
Nicaragua,Export,"Drum, fresh or chilled",92,.,134,.,347,.,443,.,421,.,193,.,89,.
Nicaragua,Export,"Fish body oils, nei",0,.,0,.,0,.,0,.,48,.,0,-,0,-
Nicaragua,Export,"Fish dried, whether or not salted, nei",41,.,44,.,23,.,21,.,14,.,13,.,6,.
Nicaragua,Export,"Fish fillets, fresh or chilled, nei",143,.,79,.,1,.,0,-,0,0,0,-,0,-
Nicaragua,Export,"Fish fillets, frozen, nei",225,.,282,.,0,.,0,.,210,.,220,.,421,.
Nicaragua,Export,"Fish heads, tail, maws etc., dried, salted, or in brine",0,.,0,.,12,.,14,.,19,.,18,.,15,.
Nicaragua,Export,"Fish live, nei",0,0,1,.,32,.,0,-,0,0,0,-,0,0
Nicaragua,Export,"Fish meat, whether or not minced nei, fresh or chilled",0,.,0,.,114,.,34,.,38,.,9,.,5,.
Nicaragua,Export,"Fish meat, whether or not minced, frozen, nei",12,.,11,.,0,-,0,-,2,.,9,.,1,.
Nicaragua,Export,"Fish waste, nei",0,-,0,0,842,.,1272,.,0,0,14,.,11,.
Nicaragua,Export,"Fish, frozen, nei",649,.,662,.,561,.,428,.,567,.,709,.,428,.
Nicaragua,Export,"Fishmeals, nei",0,-,0,0,0,-,0,-,60,.,0,0,0,-
Nicaragua,Export,"Flatfish nei, frozen",0,-,16,.,2,.,2,.,0,0,2,.,8,.
Nicaragua,Export,"Flatfish, fresh or chilled, nei",0,0,0,0,1,.,3,.,1,.,1,.,0,0
Nicaragua,Export,"Gadiformes nei, frozen",0,.,0,.,1,.,0,-,0,0,0,-,0,-
Nicaragua,Export,"Gadiformes, fresh or chilled, nei",0,.,0,.,4,.,25,.,6,.,0,-,0,0
Nicaragua,Export,"Grouper, fresh or chilled",118,.,112,.,112,.,111,.,98,.,84,.,104,.
Nicaragua,Export,"Jack and horse mackerel, frozen",0,.,0,.,0,.,0,.,9,.,107,.,45,.
Nicaragua,Export,"Jack and horse mackerels, fresh or chilled",0,.,0,.,0,.,11,.,3,.,0,-,0,0
Nicaragua,Export,"Jellyfish, other than prepared or preserved",0,.,0,.,0,.,659,.,1554,.,670,.,180,.
Nicaragua,Export,"Livers, roes, milt, frozen",0,.,0,.,0,.,0,.,1,.,7,.,0,-
Nicaragua,Export,"Lobsters nei, meat or tails, frozen",1475,.,1595,.,1623,.,1586,.,1710,.,2061,.,1733,.
Nicaragua,Export,"Lobsters nei, whole, frozen",25,.,78,.,105,.,67,.,172,.,316,.,379,.
Nicaragua,Export,"Mackerels nei, frozen",0,.,0,.,24,.,62,.,54,.,65,.,30,.
Nicaragua,Export,"Mackerels, nei, fresh or chilled",1,.,2,.,1,.,0,-,0,-,4,.,0,0
Nicaragua,Export,"Marine fish nei, smoked",0,-,0,-,0,0,0,-,1,.,2,.,2,.
Nicaragua,Export,"Marine fish, fresh or chilled, nei",1175,.,635,.,375,.,154,.,11,.,10,.,9,.
Nicaragua,Export,"Miscellaneous coastal fishes fillets, frozen,  nei",60,.,88,.,309,.,279,.,202,.,318,.,277,.
Nicaragua,Export,"Miscellaneous crustaceans, not frozen, nei",36,.,2,.,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",491,.,457,.,0,.,0,.,0,.,0,.,0,.
Nicaragua,Export,"Miscellaneous molluscs, other than live, fresh or chilled, nei",0,.,0,.,0,.,0,.,779,.,810,.,810,.
Nicaragua,Export,"Miscellaneous pelagic fish fillets, frozen, nei",50,.,83,.,49,.,304,.,364,.,60,.,1,.
Nicaragua,Export,"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",1,.,1,.,461,.,784,.,7,.,3,.,2,.
Nicaragua,Export,"Norway lobsters (Nephrops spp.), nei, not frozen",0,.,0,.,2,.,4,.,4,.,3,.,3,.
Nicaragua,Export,"Octopus, frozen",2,.,1,.,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Octopus, live, fresh or chilled",1,.,0,0,0,-,0,-,1,.,0,0,0,-
Nicaragua,Export,"Octopus, other than live, fresh or chilled",0,.,0,.,0,.,0,.,3,.,0,-,0,0
Nicaragua,Export,Ornamental fish nei,2,.,4,.,0,.,0,.,0,.,0,.,0,.
Nicaragua,Export,Ornamental freshwater fish,0,.,0,.,9,.,11,.,23,.,7,.,7,.
Nicaragua,Export,Ornamental saltwater fish,0,.,0,.,2,.,2,.,5,.,9,.,12,.
Nicaragua,Export,"Other  edible fish offal, dried, salted or in brine",0,.,0,.,1,.,0,-,0,-,0,-,0,-
Nicaragua,Export,"Pilchards (Sardinops spp.) and Sardinellas, frozen",2,.,6,.,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Rays and skates (Rajidae), fresh or chilled",0,.,0,.,6,.,7,.,4,.,0,-,0,0
Nicaragua,Export,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), frozen, nei",0,.,0,.,0,.,0,.,55,.,176,.,278,.
Nicaragua,Export,"Rock lobster and other sea crawfish, not frozen",0,.,0,.,89,.,81,.,81,.,188,.,188,.
Nicaragua,Export,"Salmonoids, frozen",0,-,0,-,10,.,0,-,0,-,0,-,0,-
Nicaragua,Export,"Sardines, sardinellas, brisling or sprats, fresh or chilled",7,.,0,-,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Sardines, sardinellas, brisling or sprats, frozen",0,.,0,.,0,.,0,.,3,.,8,.,12,.
Nicaragua,Export,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",0,-,0,0,0,-,0,-,11,.,0,0,10,.
Nicaragua,Export,"Sea-cucumber, live, fresh or chilled",0,.,0,.,0,.,0,.,0,0,2,.,0,-
Nicaragua,Export,"Sea-cucumber, other than live, fresh or chilled",0,.,0,.,109,.,143,.,216,.,264,.,718,.
Nicaragua,Export,"Sea-cucumber, prepared or preserved",0,.,0,.,0,.,25,.,32,.,0,0,12,.
Nicaragua,Export,"Seabass, fresh or chilled",0,.,0,.,25,.,20,.,16,.,19,.,1,.
Nicaragua,Export,"Seabass, frozen",521,.,439,.,289,.,455,.,467,.,399,.,258,.
Nicaragua,Export,"Shark fins, dried, whether or not salted, etc.",0,.,0,.,21,.,0,0,4,.,4,.,6,.
Nicaragua,Export,"Sharks nei, fresh or chilled",44,.,106,.,11,.,0,-,0,-,0,-,0,-
Nicaragua,Export,"Sharks nei, frozen",5,.,184,.,56,.,0,-,55,.,0,-,0,-
Nicaragua,Export,"Shrimps and prawns, frozen, nei",11872,.,12549,.,0,.,0,.,0,.,0,.,0,.
Nicaragua,Export,"Shrimps and prawns, not frozen, nei",2790,.,107,.,0,.,0,.,0,.,0,.,0,.
Nicaragua,Export,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,23668,.,25648,.,28988,.,24996,.,24591,.
Nicaragua,Export,"Shrimps and prawns, other than coldwater, not frozen",0,.,0,.,207,.,1057,.,163,.,124,.,6631,.
Nicaragua,Export,"Shrimps and prawns, prep. or pres., not in airtight containers",0,.,0,.,0,.,0,.,0,.,4,.,0,-
Nicaragua,Export,"Shrimps, prawns live, for breeding and other purposes",1289,.,2211,.,2095,.,2391,.,2417,.,3795,.,2800,.
Nicaragua,Export,"Shrimps, prawns, prepared or preserved, nei",4,.,0,-,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Snapper, fresh or chilled",2410,.,2450,.,2369,.,2418,.,2899,.,2696,.,2540,.
Nicaragua,Export,"Squids (Ommastrephes sagittatus, Loligo spp.), frozen",0,.,0,.,0,.,0,.,0,0,8,.,1,.
Nicaragua,Export,"Swordfish fillets, fresh or chilled",0,.,0,.,2,.,0,-,0,-,0,0,0,-
Nicaragua,Export,"Swordfish fillets, frozen",0,.,0,.,27,.,1,.,4,.,4,.,4,.
Nicaragua,Export,"Swordfish meat, frozen",2,.,0,0,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Swordfish, fresh or chilled",0,.,6,.,0,.,0,.,25,.,14,.,27,.
Nicaragua,Export,"Swordfish, frozen",0,.,0,.,0,.,17,.,0,0,0,0,0,-
Nicaragua,Export,"Tilapia fillets, fresh or chilled",0,.,0,.,1,.,0,-,0,-,0,-,0,-
Nicaragua,Export,"Tilapia fillets, frozen",0,.,1,.,0,.,0,.,7,.,0,0,7,.
Nicaragua,Export,"Tilapias, catfish, carp, eels, Nile perch and snakeheads, including fillets, smoked",0,.,0,.,0,.,0,.,0,0,1,.,0,-
Nicaragua,Export,"Tilapias, fresh or chilled",64,.,0,0,39,.,36,.,62,.,42,.,10,.
Nicaragua,Export,"Tilapias, frozen",0,.,0,.,0,.,7,.,22,.,5,.,6,.
Nicaragua,Export,"Tunas nei, frozen",1,.,0,0,0,-,0,-,0,-,1,.,0,-
Nicaragua,Export,"Tunas prepared or preserved, not minced, nei",1,.,0,-,0,-,0,-,0,-,3,.,0,-
Nicaragua,Export,"Tunas, fresh or chilled, nei",20,.,7,.,0,-,0,-,0,-,0,-,0,-
Nicaragua,Export,"Yellowfin tuna, frozen, nei",2,.,0,-,3,.,5,.,0,-,0,-,0,-
Nicaragua,Import,"Abalones, shucked or not, other than live,fresh or chilled",0,.,0,.,1,.,0,-,0,-,0,-,0,-
Nicaragua,Import,Agar agar nei,0,0,1,.,0,0,0,0,0,0,0,0,0,0
Nicaragua,Import,"Alaska pollock fillets, frozen",0,.,0,.,0,.,0,.,0,.,0,.,1,.
Nicaragua,Import,"Anchovies, prepared or preserved, not minced",0,0,1,.,2,.,3,.,2,.,3,.,6,.
Nicaragua,Import,"Aquatic invertebrates, other than prepared or preserved",0,.,0,.,0,.,0,.,0,.,0,0,4,.
Nicaragua,Import,"Carps, eels and snakeheads, fillets, fresh or chilled",0,.,0,.,0,.,3,.,0,-,0,-,0,-
Nicaragua,Import,"Carps, eels and snakeheads, fillets, frozen",0,.,0,.,3,.,1,.,1,.,21,.,1,.
Nicaragua,Import,"Catfish fillets, fresh or chilled",0,.,0,.,0,.,11,.,0,-,0,-,20,.
Nicaragua,Import,"Catfish fillets, frozen",0,.,0,.,46,.,194,.,269,.,427,.,798,.
Nicaragua,Import,"Catfish, frozen",0,.,0,.,0,.,0,.,31,.,33,.,0,0
Nicaragua,Import,Caviar,0,.,0,.,1,.,1,.,1,.,0,0,0,0
Nicaragua,Import,Caviar substitutes,0,.,0,.,0,0,0,0,0,0,0,0,1,.
Nicaragua,Import,"Clams, cockles, arkshells, etc., prep. or pres., nei",0,.,0,.,4,.,1,.,1,.,1,.,1,.
Nicaragua,Import,"Clams, cockles, arkshells, live, fresh or chilled",0,.,0,.,0,.,1,.,3,.,3,.,1,.
Nicaragua,Import,"Clams, cockles, arkshells, other than live, fresh or chilled",0,.,0,.,0,0,6,.,1,.,4,.,7,.
Nicaragua,Import,"Cod nei, fillets, frozen",0,.,0,.,0,0,0,0,1,.,0,0,0,0
Nicaragua,Import,Coral and the like,0,-,0,0,0,-,0,-,1,.,0,0,0,0
Nicaragua,Import,"Crab meat nei, prepared or preserved",4,.,5,.,10,.,5,.,5,.,7,.,4,.
Nicaragua,Import,"Crabs nei, frozen",0,0,0,0,0,0,1,.,1,.,1,.,0,0
Nicaragua,Import,"Crabs, not frozen",0,.,0,.,0,.,0,.,0,.,2,.,0,0
Nicaragua,Import,"Crustaceans nei, frozen",4,.,1,.,0,0,1,.,0,0,0,-,0,0
Nicaragua,Import,"Cuttlefish and squid, other than live, fresh or chilled",8,.,5,.,12,.,6,.,5,.,11,.,19,.
Nicaragua,Import,"Cuttlefish and squid, prepared or preserved",0,.,0,.,1,.,0,0,0,0,1,.,1,.
Nicaragua,Import,"Cuttlefishes and squids, live, fresh or chilled, nei",3,.,3,.,0,-,0,0,13,.,7,.,14,.
Nicaragua,Import,"Dolphinfishes, fresh or chilled",5,.,0,-,0,-,0,-,0,-,0,-,0,-
Nicaragua,Import,"Eels, fresh or chilled",0,0,1,.,0,0,0,-,0,-,0,-,0,-
Nicaragua,Import,"Fish body oils, nei",388,.,475,.,669,.,492,.,839,.,433,.,450,.
Nicaragua,Import,"Fish dried, whether or not salted, nei",0,-,0,0,0,0,1,.,0,0,0,-,0,0
Nicaragua,Import,"Fish fillets, fresh or chilled, nei",1,.,1,.,0,.,0,.,3,.,0,-,0,0
Nicaragua,Import,"Fish fillets, frozen, nei",63,.,53,.,18,.,17,.,21,.,27,.,21,.
Nicaragua,Import,"Fish meat, whether or not minced nei, fresh or chilled",0,.,0,.,0,0,0,0,0,-,0,0,1,.
Nicaragua,Import,"Fish meat, whether or not minced, frozen, nei",3,.,16,.,0,0,0,0,1,.,0,0,2,.
Nicaragua,Import,"Fish minced nei, prepared or preserved",4,.,5,.,6,.,6,.,5,.,11,.,8,.
Nicaragua,Import,"Fish nei, salted or in brine",0,0,0,0,1,.,0,0,0,-,0,-,0,-
Nicaragua,Import,"Fish nei, smoked",0,0,0,-,2,.,0,-,0,0,1,.,0,0
Nicaragua,Import,"Fish waste, nei",4,.,0,0,21,.,0,0,0,-,0,0,0,0
Nicaragua,Import,"Fish, frozen, nei",0,0,6,.,0,0,0,-,0,-,0,-,0,-
Nicaragua,Import,"Fishmeals, nei",1277,.,1289,.,1944,.,1348,.,1822,.,1621,.,1901,.
Nicaragua,Import,"Flatfish nei, frozen",1,.,0,-,0,-,0,-,0,-,0,-,0,-
Nicaragua,Import,"Livers, roes, milt, frozen",1,.,1,.,0,0,0,0,1,.,1,.,1,.
Nicaragua,Import,"Mackerels nei, frozen",44,.,171,.,123,.,49,.,103,.,90,.,7,.
Nicaragua,Import,"Marine fish nei, prepared or preserved, not minced",8,.,4,.,1,.,1,.,0,0,0,0,1,.
Nicaragua,Import,"Meat of tilapias, catfish, carp, eels, nile perch and snakeheads, fresh or chilled",0,.,0,.,0,.,0,.,3,.,0,-,0,0
Nicaragua,Import,"Miscellaneous coastal fishes fillets, frozen,  nei",22,.,17,.,38,.,59,.,96,.,86,.,21,.
Nicaragua,Import,"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",1,.,1,.,0,-,0,-,0,-,0,-,0,-
Nicaragua,Import,"Miscellaneous molluscs, other than live, fresh or chilled, nei",0,.,0,.,1,.,0,0,0,0,4,.,3,.
Nicaragua,Import,"Molluscs and other aq. invertebrates, prep. or pres., nei",13,.,20,.,0,.,0,.,0,.,0,.,0,.
Nicaragua,Import,"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",4,.,0,-,0,-,0,-,0,-,0,-,0,0
Nicaragua,Import,"Molluscs nei, prepared or preserved",0,.,0,.,1,.,1,.,1,.,1,.,1,.
Nicaragua,Import,"Mussel meat, prepared or preserved, nei",0,.,0,.,4,.,4,.,3,.,4,.,3,.
Nicaragua,Import,"Mussels nei, other than live, fresh or chilled",4,.,1,.,3,.,2,.,6,.,8,.,7,.
Nicaragua,Import,"Mussels, live, fresh or chilled, nei",2,.,4,.,5,.,2,.,7,.,4,.,2,.
Nicaragua,Import,"Octopus, live, fresh or chilled",0,0,0,0,0,0,0,-,3,.,6,.,14,.
Nicaragua,Import,"Octopus, other than live, fresh or chilled",2,.,0,0,0,.,0,0,3,.,2,.,9,.
Nicaragua,Import,"Octopus, prepared or preserved",0,.,0,.,3,.,2,.,1,.,2,.,0,0
Nicaragua,Import,Ornamental freshwater fish,0,.,0,.,0,0,0,0,1,.,1,.,1,.
Nicaragua,Import,"Other aquatic invertebrates, prepared or preserved, nei",0,.,0,.,7,.,4,.,2,.,0,-,0,0
Nicaragua,Import,Other seaweeds and aquatic plants and products thereof,2,.,5,.,0,.,0,.,0,.,0,.,0,.
Nicaragua,Import,"Oyster meat, prepared or preserved, nei",0,.,0,.,1,.,0,0,1,.,1,.,1,.
Nicaragua,Import,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",2005,.,2649,.,3490,.,3141,.,3365,.,5447,.,5109,.
Nicaragua,Import,"Salmon fillets, fresh or chilled",0,.,0,.,0,.,4,.,6,.,8,.,14,.
Nicaragua,Import,"Salmon fillets, frozen",0,.,0,.,17,.,14,.,21,.,27,.,27,.
Nicaragua,Import,"Salmon nei, not minced, prepared or preserved",4,.,4,.,5,.,5,.,5,.,6,.,11,.
Nicaragua,Import,"Salmons, fresh or chilled, nei",0,0,1,.,0,-,0,-,0,-,0,-,0,-
Nicaragua,Import,"Salmons, smoked",6,.,4,.,7,.,6,.,8,.,13,.,17,.
Nicaragua,Import,"Sardines, sardinellas, brisling or sprats, fresh or chilled",64,.,4,.,0,0,0,0,19,.,0,0,0,0
Nicaragua,Import,"Sardines, sardinellas, brisling or sprats, frozen",58,.,77,.,121,.,78,.,63,.,31,.,2,.
Nicaragua,Import,"Scallops, live, fresh or chilled, nei",0,-,0,-,0,-,0,-,2,.,1,.,0,0
Nicaragua,Import,"Scallops, other than live, fresh or chilled",0,0,0,0,0,0,0,0,1,.,1,.,2,.
Nicaragua,Import,"Seaweeds and other algae, fit for human consumption, nei",0,.,0,.,1,.,3,.,4,.,4,.,4,.
Nicaragua,Import,"Sharks nei, fresh or chilled",0,-,65,.,0,-,0,-,0,-,0,-,0,-
Nicaragua,Import,"Sharks nei, frozen",0,.,76,.,0,-,0,-,0,-,0,-,0,-
Nicaragua,Import,"Shrimps and prawns, frozen, nei",0,0,326,.,0,.,0,.,0,.,0,.,0,.
Nicaragua,Import,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,348,.,0,0,0,-,0,-,49,.
Nicaragua,Import,"Shrimps and prawns, other than coldwater, not frozen",0,.,0,.,0,.,0,.,0,.,0,.,4,.
Nicaragua,Import,"Shrimps and prawns, prep. or pres., in airtight containers",0,.,0,.,0,0,0,0,1,.,0,0,0,0
Nicaragua,Import,"Shrimps and prawns, prep. or pres., not in airtight containers",0,.,0,.,5,.,3,.,0,-,0,-,0,-
Nicaragua,Import,"Shrimps, prawns live, for breeding and other purposes",0,.,93,.,100,.,143,.,136,.,160,.,120,.
Nicaragua,Import,"Shrimps, prawns, prepared or preserved, nei",5,.,6,.,0,.,0,.,0,.,0,.,0,.
Nicaragua,Import,"Squids (Ommastrephes sagittatus, Loligo spp.), frozen",4,.,6,.,11,.,13,.,59,.,17,.,4,.
Nicaragua,Import,"Swordfish, fresh or chilled",0,.,0,.,0,.,17,.,0,-,0,-,0,-
Nicaragua,Import,"Tilapia fillets, fresh or chilled",0,.,0,.,0,.,0,.,0,0,2,.,0,0
Nicaragua,Import,"Tilapia fillets, frozen",26,.,19,.,39,.,42,.,21,.,20,.,66,.
Nicaragua,Import,"Tilapias, catfish, carp, eels, Nile perch and snakeheads  meat, frozen",0,.,0,.,7,.,0,0,0,-,0,0,1,.
Nicaragua,Import,"Tilapias, frozen",0,.,0,.,0,.,0,.,3,.,1,.,0,0
Nicaragua,Import,"Trout fillets, frozen",0,.,0,.,2,.,2,.,2,.,3,.,3,.
Nicaragua,Import,"Tuna loins and fillets, frozen",0,.,0,.,4,.,4,.,2,.,1,.,2,.
Nicaragua,Import,"Tuna loins, prepared or preserved",1,.,0,0,0,0,0,0,0,0,58,.,11,.
Nicaragua,Import,"Tunas nei, frozen",6,.,1,.,0,0,0,0,1,.,0,0,1,.
Nicaragua,Import,"Tunas prepared or preserved, not minced, nei",585,.,785,.,903,.,1073,.,1035,.,1101,.,1325,.
Nicaragua,Import,"Tunas, fresh or chilled, nei",0,-,0,-,0,-,1,.,0,0,0,-,0,0
Nicaragua,Production,"Crustaceans nei, frozen",39,.,33,.,76,.,160,.,139,.,0,-,0,-
Nicaragua,Production,"Marine fish, frozen, nei",3441,.,3123,.,3033,.,4230,.,4069,.,2700,F,3400,F
Nicaragua,Production,"Molluscs nei, frozen",139,.,81,.,480,.,614,.,755,.,800,F,800,F
Nicaragua,Production,"Sea-urchin, fermented or in brine",0,-,0,-,0,-,660,.,1374,.,475,F,480,F
Nicaragua,Production,"Shrimps and prawns, frozen, nei",14796,.,13628,.,21049,.,23516,.,26446,.,25000,F,25000,F
Nicaragua,Production,"Spiny lobsters (Panulirus spp.), meat or tails, frozen",1114,.,1120,.,1153,.,1275,.,1543,.,2100,F,2100,F
Panama,Export,"Albacore (=Longfin tuna), fresh or chilled",0,-,0,-,0,-,0,-,42,.,0,-,0,-
Panama,Export,"Albacore (=Longfin tuna), frozen, nei",0,-,52,.,0,-,2,.,841,.,1341,.,2139,.
Panama,Export,"American/European lobsters (Homarus spp.), not frozen",0,.,0,.,0,.,0,.,1,.,0,-,0,-
Panama,Export,"Anchovies, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,387,.
Panama,Export,"Bigeye tuna, frozen, nei",0,-,0,-,0,-,0,-,0,-,0,-,89,.
Panama,Export,Carps live,2,.,0,-,0,-,0,-,0,-,0,-,0,-
Panama,Export,"Carps, eels and snakeheads, fillets, fresh or chilled",0,.,0,.,0,0,0,-,0,-,114,.,0,-
Panama,Export,"Catfish, fresh or chilled",0,.,0,.,0,.,1,.,0,-,0,-,0,-
Panama,Export,"Catfish, frozen",0,.,0,.,0,.,0,.,9,.,9,.,0,-
Panama,Export,"Clams, cockles, arkshells, other than live, fresh or chilled",0,.,0,.,0,.,0,.,5,.,0,-,0,-
Panama,Export,"Cobia, fresh or chilled",0,.,0,.,0,.,0,0,1608,.,814,.,907,.
Panama,Export,"Cobia, frozen",0,.,0,.,0,.,0,.,10,.,0,-,0,-
Panama,Export,"Cods, not minced, prepared or preserved",0,-,0,-,0,-,0,-,0,-,0,-,1,.
Panama,Export,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), whether in shell or not, frozen",0,.,0,.,6848,.,9240,.,11582,.,9690,.,6988,.
Panama,Export,"Common sole, fresh or chilled",0,0,0,-,0,-,0,0,12,.,4,.,14,.
Panama,Export,"Common sole, frozen",71,.,19,.,0,-,0,-,31,.,27,.,73,.
Panama,Export,Coral and the like,0,.,0,.,0,.,0,.,0,.,0,.,3,.
Panama,Export,"Crab meat nei, prepared or preserved",0,-,0,-,0,-,0,-,13,.,0,-,0,-
Panama,Export,"Crabs nei, frozen",0,-,0,-,12,.,8,.,0,-,0,-,0,-
Panama,Export,"Crustacean meal, nei",0,-,0,-,0,-,0,-,0,-,0,-,25,.
Panama,Export,"Crustaceans nei, frozen",0,.,0,.,0,.,0,.,0,.,0,.,168,.
Panama,Export,"Crustaceans nei, prepared or preserved",0,.,0,.,3,.,1,.,0,-,0,-,0,-
Panama,Export,"Crustaceans, fresh, chilled or boiled in water, nei",6,.,0,-,0,-,0,-,0,-,0,-,0,-
Panama,Export,"Cuttlefish and squid, other than live, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,315,.
Panama,Export,"Cuttlefish and squid, prepared or preserved",0,.,0,.,2,.,2,.,0,-,0,-,1,.
Panama,Export,"Cuttlefishes and squids, dried, salted or in brine, nei",0,-,61,.,189,.,4,.,283,.,32,.,0,-
Panama,Export,"Cuttlefishes, frozen",53,.,93,.,173,.,138,.,0,-,438,.,1415,.
Panama,Export,"Dolphinfishes, fresh or chilled",0,.,0,.,0,.,0,.,393,.,338,.,314,.
Panama,Export,Eels and elvers live,0,.,54,.,0,-,0,-,0,-,0,-,0,-
Panama,Export,"Eels, fresh or chilled",0,.,0,.,3,.,8,.,0,-,0,-,0,-
Panama,Export,"Eels, frozen",0,.,0,.,76,.,16,.,0,0,0,0,0,-
Panama,Export,"European plaice, frozen",9,.,0,-,0,-,0,-,0,-,0,-,0,-
Panama,Export,"Fish body oils, nei",2000,F,3225,.,5093,.,4204,.,8497,.,3768,.,5093,.
Panama,Export,"Fish dried, whether or not salted, nei",0,.,0,.,26,.,0,0,0,-,1,.,1,.
Panama,Export,"Fish fillets, fresh or chilled, nei",2903,.,1461,.,0,.,0,0,0,-,0,0,16,.
