Land Area,Trade flow,Commodity,2010,S_2010,2011,S_2011,2012,S_2012,2013,S_2013,2014,S_2014,2015,S_2015,2016,S_2016
Honduras,Production,"Shrimps and prawns, frozen, nei",19401,.,13200,.,27683,.,34330,.,31802,.,48911,F,56192,F
Honduras,Production,"Spiny lobsters (Panulirus spp.), whole, fresh or chilled",889,.,1111,.,1555,.,1657,.,1500,.,2060,F,1785,F
Jamaica,Export,"American/European lobsters (Homarus spp.), nei, frozen",172,.,170,.,98,.,135,.,263,.,167,.,56,.
Jamaica,Export,"American/European lobsters (Homarus spp.), not frozen",71,.,85,.,84,.,78,.,69,.,6,.,1,.
Jamaica,Export,"Cods nei, dried,  whether or not salted",0,0,1,.,0,0,0,0,0,0,0,-,0,0
Jamaica,Export,"Cods nei, salted or in brine",2,.,0,0,0,0,0,-,0,-,0,-,0,-
Jamaica,Export,"Crabs nei, frozen",0,-,1,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Crustaceans nei, frozen",350,.,414,.,405,.,418,.,39,.,2,.,0,-
Jamaica,Export,"Crustaceans nei, prepared or preserved",1,.,0,-,0,-,2,.,0,-,0,-,0,-
Jamaica,Export,"Cuttlefish and squid, other than live, fresh or chilled",0,-,1,.,0,0,0,-,0,-,2,.,0,-
Jamaica,Export,"Eels, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,1,.
Jamaica,Export,"Fish dried, whether or not salted, nei",0,0,0,0,1,.,0,0,0,.,0,0,0,0
Jamaica,Export,"Fish fillets, dried, salted or in brine, nei",0,0,0,.,0,.,1,.,0,0,1,.,1,.
Jamaica,Export,"Fish fillets, fresh or chilled, nei",1,.,17,.,0,.,0,0,1,.,0,0,0,-
Jamaica,Export,"Fish fillets, frozen, nei",4,.,29,.,0,0,0,.,0,.,2,.,0,-
Jamaica,Export,"Fish meat, whether or not minced, frozen, nei",5,.,0,0,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Fish minced nei, prepared or preserved",1,.,0,-,15,.,8,.,9,.,4,.,14,.
Jamaica,Export,"Fish nei, salted or in brine",0,-,1,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Fish, frozen, nei",5,.,62,.,0,.,0,.,2,.,0,0,0,-
Jamaica,Export,"Fishmeal fit for human consumption, nei",0,-,3,.,0,-,0,0,0,-,0,-,0,-
Jamaica,Export,"Herrings prepared or preserved, not minced, nei",0,0,0,-,0,-,4,.,0,-,0,0,0,0
Jamaica,Export,"Livers, roes, milt, dried, salted or in brine, nei",0,.,29,.,0,.,0,0,0,-,0,-,0,0
Jamaica,Export,"Lobster tails or meat, prep. or pres.",0,0,1,.,4,.,0,-,5,.,0,-,0,-
Jamaica,Export,"Lobsters nei, frozen",0,-,19,.,0,-,0,-,0,-,82,.,195,.
Jamaica,Export,"Mackerel prepared or preserved, not minced, nei",140,.,154,.,191,.,105,.,79,.,12,.,10,.
Jamaica,Export,"Mackerel, dried, whether or not salted, but not smoked",5,.,0,-,0,0,0,0,0,0,3,.,1,.
Jamaica,Export,"Mackerels nei, frozen",71,.,0,.,0,.,0,0,0,0,0,0,0,-
Jamaica,Export,"Mackerels nei, salted or in brine",3,.,0,-,2,.,0,0,0,0,1,.,1,.
Jamaica,Export,"Marine fish nei, minced, prepared or preserved",0,-,16,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Marine fish nei, prepared or preserved, not minced",0,-,2,.,0,-,0,0,0,0,0,-,0,-
Jamaica,Export,"Marine fish nei, smoked",1,.,0,0,0,0,0,0,0,0,2,.,2,.
Jamaica,Export,"Marine fish, fresh or chilled, nei",0,0,5,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Marine fish, frozen, nei",1,.,0,-,0,0,0,-,0,-,0,-,0,-
Jamaica,Export,"Miscellaneous crustaceans, not frozen, nei",0,-,1,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Miscellaneous marine fish, salted or in brine, nei",0,-,0,-,1,.,0,-,0,0,0,-,1,.
Jamaica,Export,"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",1,.,2,.,8,.,19,.,2,.,1,.,0,-
Jamaica,Export,"Miscellaneous molluscs, other than live, fresh or chilled, nei",0,.,0,.,0,.,0,.,260,.,114,.,16,.
Jamaica,Export,"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",2,.,0,0,0,-,1,.,0,-,0,-,0,-
Jamaica,Export,"Molluscs live, spat, for breeding and other purposes, nei",39,.,0,.,1,.,0,0,0,-,0,-,0,-
Jamaica,Export,"Molluscs nei, live, fresh or chilled",0,.,0,.,0,.,0,.,49,.,251,.,401,.
Jamaica,Export,"Mussels nei, other than live, fresh or chilled",0,0,1,.,0,0,0,-,0,-,0,0,0,-
Jamaica,Export,"Mussels, live, fresh or chilled, nei",0,.,1,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Octopus, other than live, fresh or chilled",0,-,1,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,Ornamental fish nei,0,0,0,-,0,-,1,.,1,.,0,0,0,-
Jamaica,Export,Ornamental freshwater fish,0,.,0,.,0,.,0,.,0,0,1,.,3,.
Jamaica,Export,Other seaweeds and aquatic plants and products thereof,4,.,0,0,0,0,0,0,0,0,0,-,0,-
Jamaica,Export,"Oysters, live fresh or chilled, nei",0,.,1,.,0,0,0,-,0,-,0,-,0,-
Jamaica,Export,"Rock lobster and other sea crawfish, not frozen",7,.,0,.,0,.,0,.,3,.,12,.,15,.
Jamaica,Export,"Saithe (=Pollock), fresh or chilled",0,-,0,0,0,-,1,.,0,-,0,-,0,-
Jamaica,Export,"Salmon nei, not minced, prepared or preserved",1,.,0,-,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",10,.,2,.,2,.,16,.,6,.,1,.,1,.
Jamaica,Export,"Sea-cucumber, live, fresh or chilled",0,.,0,.,0,.,0,.,3,.,0,-,0,-
Jamaica,Export,"Sea-urchin, other than live, fresh or chilled",0,.,0,.,0,.,1,.,0,-,0,-,0,-
Jamaica,Export,"Shrimps and prawns, frozen, nei",30,.,111,.,2,.,2,.,3,.,0,0,0,-
Jamaica,Export,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,0,.,0,.,9,.,26,.,0,-
Jamaica,Export,"Shrimps and prawns, prep. or pres., in airtight containers",0,.,0,.,0,.,0,.,5,.,5,.,4,.
Jamaica,Export,"Shrimps, prawns, prepared or preserved, nei",1,.,1,.,2,.,13,.,1,.,1,.,0,0
Jamaica,Export,"Tilapia fillets, frozen",0,.,0,.,0,.,0,.,1,.,1,.,0,0
Jamaica,Export,"Toothfish (Dissostichus spp.), fillets, frozen",0,.,6,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Export,"Trouts and chars, frozen",0,.,0,.,0,.,0,.,19,.,0,-,0,-
Jamaica,Export,"Tunas prepared or preserved, not minced, nei",1,.,0,0,0,0,18,.,2,.,0,0,0,0
Jamaica,Import,Agar agar nei,0,0,0,0,0,0,0,0,0,0,2,.,1,.
Jamaica,Import,"Alaska pollock, meat, whether or not minced, frozen",0,.,0,.,0,.,0,.,0,.,10,.,10,.
Jamaica,Import,"Albacore (=Longfin tuna), frozen, nei",1,.,0,.,0,.,0,.,10,.,9,.,30,.
Jamaica,Import,"American/European lobsters (Homarus spp.), nei, frozen",0,0,13,.,0,-,0,-,4,.,0,-,0,-
Jamaica,Import,"Anchovies, prepared or preserved, not minced",13,.,8,.,8,.,12,.,11,.,8,.,4,.
Jamaica,Import,"Atlantic salmon and Danube salmon, frozen",0,.,0,.,0,.,0,.,0,.,0,.,1,.
Jamaica,Import,"Carps, eels and snakeheads, fillets, fresh or chilled",0,.,0,.,0,.,0,.,49,.,61,.,14,.
Jamaica,Import,"Carps, eels and snakeheads, fillets, frozen",0,.,0,.,0,.,0,.,28,.,30,.,21,.
Jamaica,Import,"Catfish fillets, fresh or chilled",0,.,0,.,0,.,0,.,6,.,1,.,0,0
Jamaica,Import,"Catfish fillets, frozen",0,.,0,.,0,.,0,.,14,.,28,.,64,.
Jamaica,Import,"Catfish, frozen",0,.,0,.,0,.,0,.,83,.,74,.,126,.
Jamaica,Import,Caviar,0,.,0,.,0,.,0,.,4,.,6,.,5,.
Jamaica,Import,Caviar and caviar substitutes,3,.,2,.,4,.,4,.,0,-,0,-,0,-
Jamaica,Import,"Clams, cockles, arkshells, etc., prep. or pres., nei",0,.,0,.,0,.,0,.,31,.,34,.,50,.
Jamaica,Import,"Cods nei, dried,  whether or not salted",56,.,47,.,4,.,186,.,697,.,847,.,483,.
Jamaica,Import,"Cods nei, frozen",6,.,0,.,0,.,0,.,1,.,0,-,1,.
Jamaica,Import,"Cods nei, salted or in brine",0,-,0,-,0,-,0,-,26,.,0,-,0,-
Jamaica,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), not frozen",0,.,0,.,0,.,0,.,30,.,2,.,0,-
Jamaica,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), whether in shell or not, frozen",0,.,0,.,0,.,0,.,14,.,0,0,1,.
Jamaica,Import,Coral and the like,0,-,0,0,0,0,0,0,0,-,1,.,0,0
Jamaica,Import,"Crab meat nei, prepared or preserved",68,.,42,.,68,.,48,.,64,.,61,.,55,.
Jamaica,Import,"Crabs nei, frozen",0,0,0,0,21,.,1,.,7,.,8,.,4,.
Jamaica,Import,"Crustaceans nei, frozen",0,0,1,.,0,0,0,0,0,-,0,0,0,0
Jamaica,Import,"Crustaceans nei, prepared or preserved",1,.,0,0,0,0,8,.,0,-,0,-,0,-
Jamaica,Import,"Cuttlefish and squid, other than live, fresh or chilled",62,.,32,.,14,.,6,.,18,.,12,.,16,.
Jamaica,Import,"Cuttlefish and squid, prepared or preserved",0,.,0,.,0,.,0,.,61,.,92,.,136,.
Jamaica,Import,"Eels, fresh or chilled",1,.,2,.,1,.,0,-,0,-,0,-,0,-
Jamaica,Import,"Fish body oils, nei",4,.,8,.,6,.,5,.,6,.,10,.,7,.
Jamaica,Import,"Fish dried, whether or not salted, nei",5154,.,5189,.,4755,.,4564,.,3001,.,2614,.,3871,.
Jamaica,Import,"Fish fillets, dried, salted or in brine, nei",3,.,1,.,7,.,4,.,1,.,0,.,2,.
Jamaica,Import,"Fish fillets, fresh or chilled, nei",4,.,13,.,42,.,3,.,765,.,631,.,682,.
Jamaica,Import,"Fish fillets, frozen, nei",1430,.,1466,.,1577,.,1364,.,63,.,315,.,292,.
Jamaica,Import,"Fish heads, tail, maws etc., dried, salted, or in brine",0,.,0,.,0,.,0,.,0,0,0,-,12,.
Jamaica,Import,"Fish liver oils, nei",1,.,1,.,0,0,0,0,0,0,0,-,0,0
Jamaica,Import,"Fish meat, whether or not minced nei, fresh or chilled",0,.,0,.,0,.,0,.,35,.,0,-,0,0
Jamaica,Import,"Fish meat, whether or not minced, frozen, nei",73,.,81,.,52,.,85,.,120,.,96,.,259,.
Jamaica,Import,"Fish minced nei, prepared or preserved",127,.,242,.,380,.,444,.,562,.,515,.,566,.
Jamaica,Import,"Fish nei, salted or in brine",0,-,214,.,0,-,23,.,14,.,0,0,0,-
Jamaica,Import,"Fish waste, nei",3,.,9,.,6,.,1,.,1,.,1,.,1,.
Jamaica,Import,"Fish, fresh or chilled, nei",0,.,0,.,0,.,0,.,34,.,36,.,13,.
Jamaica,Import,"Fishmeal fit for human consumption, nei",5,.,4,.,6,.,5,.,2,.,4,.,4,.
Jamaica,Import,"Fishmeals, nei",51,.,119,.,73,.,99,.,231,.,217,.,381,.
Jamaica,Import,"Flatfish nei, fillets, fresh or chilled",0,.,0,.,0,.,0,.,2,.,0,-,0,-
Jamaica,Import,"Flatfish nei, frozen",9,.,6,.,0,-,0,0,0,-,0,-,0,0
Jamaica,Import,"Hakes nei, frozen",0,.,0,.,0,.,0,.,0,.,15,.,5,.
Jamaica,Import,"Herring, salted or in brine",0,0,0,-,18,.,0,-,0,0,0,-,0,-
Jamaica,Import,"Herrings nei, frozen",0,.,2,.,4,.,4,.,3,.,8,.,10,.
Jamaica,Import,"Herrings nei, smoked",244,.,327,.,286,.,161,.,257,.,266,.,271,.
Jamaica,Import,"Herrings prepared or preserved, not minced, nei",4,.,5,.,4,.,5,.,4,.,5,.,9,.
Jamaica,Import,"Herrings, fresh or chilled, nei",0,-,0,-,0,-,10,.,0,-,0,-,0,-
Jamaica,Import,"Jack and horse mackerel, frozen",0,.,0,.,0,.,0,.,0,0,2,.,0,0
Jamaica,Import,"Lobster tails or meat, prep. or pres.",1,.,0,-,0,0,1,.,0,-,0,0,0,-
Jamaica,Import,"Mackerel prepared or preserved, not minced, nei",6552,.,7918,.,7916,.,8167,.,7803,.,7680,.,7502,.
Jamaica,Import,"Mackerel, dried, whether or not salted, but not smoked",133,.,0,-,145,.,20,.,0,-,143,.,0,-
Jamaica,Import,"Mackerels nei, frozen",2083,.,1481,.,1713,.,1707,.,2370,.,880,.,1346,.
Jamaica,Import,"Mackerels nei, salted or in brine",0,0,0,-,0,-,0,0,0,0,0,-,21,.
Jamaica,Import,"Mackerels, nei, fresh or chilled",338,.,368,.,201,.,95,.,128,.,654,.,817,.
Jamaica,Import,"Marine fish nei, prepared or preserved, not minced",33,.,69,.,44,.,48,.,186,.,205,.,601,.
Jamaica,Import,"Marine fish nei, smoked",37,.,12,.,8,.,11,.,8,.,0,0,6,.
Jamaica,Import,"Marine fish, fresh or chilled, nei",0,.,19,.,4,.,51,.,145,.,234,.,293,.
Jamaica,Import,"Marine fish, frozen, nei",5996,.,6218,.,6529,.,7224,.,6474,.,7206,.,7678,.
Jamaica,Import,"Miscellaneous crustaceans, not frozen, nei",0,0,0,-,6,.,0,-,6,.,7,.,2,.
Jamaica,Import,"Miscellaneous marine fish, salted or in brine, nei",63,.,0,-,55,.,8,.,440,.,215,.,26,.
Jamaica,Import,"Molluscs and other aq. invertebrates, prep. or pres., nei",110,.,149,.,231,.,222,.,0,.,0,.,0,.
Jamaica,Import,"Molluscs nei, live, fresh or chilled",0,.,0,.,0,.,0,.,0,.,21,.,0,-
Jamaica,Import,"Molluscs nei, prepared or preserved",0,.,0,.,0,.,0,.,11,.,9,.,7,.
Jamaica,Import,"Mussel meat, prepared or preserved, nei",0,.,0,.,0,.,0,.,88,.,90,.,107,.
Jamaica,Import,"Mussels nei, other than live, fresh or chilled",10,.,24,.,1,.,19,.,0,0,1,.,2,.
Jamaica,Import,"Nile perch (Lates niloticus) and snakeheads (Channa spp.), frozen",0,.,0,.,0,.,0,.,1,.,6,.,0,0
Jamaica,Import,"Octopus, frozen",168,.,6,.,14,.,1,.,1,.,1,.,2,.
Jamaica,Import,"Octopus, live, fresh or chilled",0,-,0,0,1,.,0,0,0,-,0,-,0,-
Jamaica,Import,"Octopus, prepared or preserved",0,.,0,.,0,.,0,.,16,.,26,.,52,.
Jamaica,Import,Ornamental fish nei,1,.,0,-,0,-,0,-,0,-,0,-,0,-
Jamaica,Import,Ornamental freshwater fish,0,.,0,.,0,.,0,.,0,.,0,.,1,.
Jamaica,Import,"Other  edible fish offal, dried, salted or in brine",0,.,0,.,0,.,0,.,0,.,0,.,4,.
Jamaica,Import,"Other aquatic invertebrates, prepared or preserved, nei",0,.,0,.,0,.,0,.,74,.,63,.,112,.
Jamaica,Import,Other seaweeds and aquatic plants and products thereof,7,.,10,.,26,.,10,.,0,.,0,.,0,.
Jamaica,Import,"Oyster meat, prepared or preserved, nei",0,.,0,.,0,.,0,.,4,.,15,.,10,.
Jamaica,Import,"Oysters, live fresh or chilled, nei",3,.,0,0,0,0,0,0,0,0,0,-,0,-
Jamaica,Import,"Pacific salmons, fresh or chilled",0,.,0,.,0,.,0,.,2,.,0,-,9,.
Jamaica,Import,"Pacific salmons, frozen, nei",0,.,23,.,1,.,1,.,1,.,1,.,1,.
Jamaica,Import,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",0,-,2251,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Import,"River eels, prepared or preserved, not minced, nei",0,.,0,.,0,.,0,.,2,.,0,-,0,-
Jamaica,Import,"Salmon fillets, fresh or chilled",0,.,0,.,0,.,0,.,0,.,1,.,0,-
Jamaica,Import,"Salmon fillets, frozen",0,.,0,.,0,.,0,.,9,.,12,.,17,.
Jamaica,Import,"Salmon nei, not minced, prepared or preserved",60,.,101,.,87,.,67,.,102,.,130,.,152,.
Jamaica,Import,"Salmonoids, fresh or chilled, nei",18,.,1,.,0,0,0,-,0,0,0,0,0,0
Jamaica,Import,"Salmonoids, frozen",39,.,48,.,21,.,14,.,15,.,58,.,25,.
Jamaica,Import,"Salmons nei, frozen",2,.,2,.,0,0,0,0,0,-,0,-,0,-
Jamaica,Import,"Salmons, fresh or chilled, nei",9,.,0,-,0,-,0,0,0,-,0,-,0,-
Jamaica,Import,"Salmons, smoked",54,.,42,.,78,.,59,.,13,.,16,.,55,.
Jamaica,Import,"Sardines, sardinellas, brisling or sprats, fresh or chilled",0,.,0,.,0,.,13,.,0,-,0,-,0,-
Jamaica,Import,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",1951,.,0,-,1948,.,1943,.,2449,.,2041,.,2175,.
Jamaica,Import,"Scallop meat, prepared or preserved",0,.,0,.,0,.,0,.,41,.,66,.,44,.
Jamaica,Import,"Scallops, other than live, fresh or chilled",18,.,8,.,0,0,0,0,1,.,0,0,1,.
Jamaica,Import,"Sea-urchin, other than live, fresh or chilled",0,.,0,.,0,.,0,.,0,0,0,-,1,.
Jamaica,Import,"Sea-urchin, prepared or preserved",0,.,0,.,0,.,0,.,0,.,1,.,0,-
Jamaica,Import,"Seabass, frozen",0,.,0,.,0,.,0,.,0,.,1,.,0,0
Jamaica,Import,"Seaweeds and other algae, fit for human consumption, nei",0,.,0,.,0,.,0,.,17,.,24,.,22,.
Jamaica,Import,"Seaweeds and other algae, unfit for human consumption, nei",0,.,0,.,0,.,0,.,10,.,12,.,8,.
Jamaica,Import,"Shrimps and prawns, frozen, nei",671,.,479,.,459,.,331,.,0,.,0,.,0,.
Jamaica,Import,"Shrimps and prawns, not frozen, nei",2,.,13,.,6,.,16,.,0,.,0,.,0,.
Jamaica,Import,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,0,.,0,.,360,.,292,.,246,.
Jamaica,Import,"Shrimps and prawns, other than coldwater, not frozen",0,.,0,.,0,.,0,.,0,.,11,.,7,.
Jamaica,Import,"Shrimps and prawns, prep. or pres., in airtight containers",0,.,0,.,0,.,0,.,319,.,394,.,838,.
Jamaica,Import,"Shrimps and prawns, prep. or pres., not in airtight containers",0,.,0,.,0,.,0,.,23,.,30,.,30,.
Jamaica,Import,"Shrimps, prawns live, for breeding and other purposes",6,.,0,-,8,.,3,.,0,-,0,-,0,-
Jamaica,Import,"Shrimps, prawns, prepared or preserved, nei",281,.,343,.,311,.,354,.,0,.,0,.,0,.
Jamaica,Import,"Swordfish, frozen",0,.,0,.,0,.,0,.,0,.,0,0,2,.
Jamaica,Import,"Tilapia fillets, fresh or chilled",0,.,0,.,0,.,0,.,4,.,3,.,0,-
Jamaica,Import,"Tilapia fillets, frozen",0,.,0,.,0,.,0,.,0,.,0,0,39,.
Jamaica,Import,"Tilapias, frozen",0,.,0,.,0,.,0,.,0,.,19,.,0,-
Jamaica,Import,"Toothfish (Dissostichus spp.), frozen",2,.,2,.,14,.,0,0,0,-,0,-,0,-
Jamaica,Import,"Trout fillets, fresh and chilled",0,.,0,.,0,.,0,.,293,.,260,.,264,.
Jamaica,Import,"Trout fillets, frozen",0,.,0,.,0,.,0,.,18,.,64,.,26,.
Jamaica,Import,"Trouts and chars, fresh or chilled",0,-,0,-,0,-,0,-,37,.,80,.,0,-
Jamaica,Import,"Trouts and chars, frozen",33,.,60,.,63,.,22,.,0,-,0,-,0,-
Jamaica,Import,"Tunas nei, frozen",4,.,1,.,3,.,0,0,0,0,4,.,4,.
Jamaica,Import,"Tunas prepared or preserved, not minced, nei",471,.,567,.,501,.,347,.,391,.,422,.,311,.
Jamaica,Import,"Tunas, fresh or chilled, nei",1,.,0,0,0,0,2,.,0,-,0,-,0,-
Jamaica,Import,"Yellowfin tuna, fresh or chilled",26,.,25,.,18,.,26,.,0,-,1,.,0,0
Jamaica,Import,"Yellowfin tuna, frozen, nei",0,0,0,-,0,-,0,-,43,.,42,.,29,.
Jamaica,Production,"Fish fillets, frozen, nei",0,.,0,.,0,.,2,.,0,-,0,-,0,.
Jamaica,Production,"Fish meat, whether or not minced, frozen, nei",0,.,0,.,0,.,2,.,0,-,0,-,0,.
Jamaica,Production,"Marine fish, frozen, nei",0,.,0,.,0,.,2,.,0,-,0,-,0,.
Jamaica,Reexports,"Albacore (=Longfin tuna), fresh or chilled",0,.,0,.,2,.,0,-,0,-,0,-,0,0
Jamaica,Reexports,"Albacore (=Longfin tuna), frozen, nei",0,.,0,.,0,.,0,.,0,.,0,.,1,.
Jamaica,Reexports,"American/European lobsters (Homarus spp.), nei, frozen",0,.,0,.,0,0,2,.,0,-,0,0,1,.
Jamaica,Reexports,"Carps, eels and snakeheads, fillets, fresh or chilled",0,.,0,.,0,.,0,.,3,.,1,.,0,0
Jamaica,Reexports,"Catfish fillets, fresh or chilled",0,.,0,.,0,.,0,.,1,.,1,.,0,0
Jamaica,Reexports,"Catfish fillets, frozen",0,.,0,.,0,.,0,.,0,0,0,0,1,.
Jamaica,Reexports,"Clams, cockles, arkshells, etc., prep. or pres., nei",0,.,0,.,0,.,0,.,0,.,1,.,2,.
Jamaica,Reexports,"Clams, cockles, arkshells, other than live, fresh or chilled",0,.,0,.,0,.,0,.,1,.,0,0,0,0
Jamaica,Reexports,"Cods nei, dried,  whether or not salted",0,0,1,.,0,0,0,0,0,0,2,.,1,.
Jamaica,Reexports,"Cods nei, frozen",0,.,0,.,0,.,1,.,0,0,1,.,0,-
Jamaica,Reexports,"Cods, fresh or chilled, nei",19,.,0,-,0,-,0,-,0,-,0,-,0,-
Jamaica,Reexports,"Crab meat nei, prepared or preserved",0,.,0,.,0,0,1,.,0,0,5,.,5,.
Jamaica,Reexports,"Crabs nei, frozen",1,.,1,.,2,.,2,.,3,.,1,.,0,0
Jamaica,Reexports,"Crabs, not frozen",1,.,0,0,0,0,0,0,0,0,0,-,0,0
Jamaica,Reexports,"Crustaceans nei, frozen",20,.,4,.,0,-,1,.,0,-,0,-,0,-
Jamaica,Reexports,"Cuttlefish and squid, other than live, fresh or chilled",3,.,1,.,2,.,1,.,1,.,0,0,0,0
Jamaica,Reexports,"Cuttlefish and squid, prepared or preserved",0,.,0,.,0,.,0,.,0,.,5,.,10,.
Jamaica,Reexports,"Fish dried, whether or not salted, nei",0,.,0,0,1,.,0,0,0,0,1,.,1,.
Jamaica,Reexports,"Fish fillets, dried, salted or in brine, nei",0,.,0,.,0,.,0,.,0,.,0,0,1,.
Jamaica,Reexports,"Fish fillets, fresh or chilled, nei",16,.,17,.,7,.,1,.,68,.,48,.,73,.
Jamaica,Reexports,"Fish fillets, frozen, nei",72,.,29,.,51,.,57,.,0,0,1,.,3,.
Jamaica,Reexports,"Fish meat, whether or not minced nei, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,2,.
Jamaica,Reexports,"Fish meat, whether or not minced, frozen, nei",0,0,0,0,2,.,0,0,1,.,0,-,1,.
Jamaica,Reexports,"Fish minced nei, prepared or preserved",0,.,0,0,1,.,1,.,1,.,20,.,18,.
Jamaica,Reexports,"Fish nei, prepared or preserved, not minced",1,.,0,0,0,0,0,-,0,-,16,.,21,.
Jamaica,Reexports,"Fish nei, smoked",0,0,0,0,0,0,1,.,1,.,2,.,2,.
Jamaica,Reexports,"Fish, fresh or chilled, nei",0,.,0,.,0,.,0,.,5,.,0,-,7,.
Jamaica,Reexports,"Fish, frozen, nei",14,.,61,.,16,.,8,.,20,.,18,.,9,.
Jamaica,Reexports,"Fishmeal fit for human consumption, nei",0,-,1,.,1,.,1,.,0,0,1,.,0,0
Jamaica,Reexports,"Herrings nei, smoked",0,.,0,.,1,.,0,0,0,0,0,0,0,0
Jamaica,Reexports,"Jack and horse mackerel, frozen",0,.,0,.,0,.,0,.,0,.,1,.,0,-
Jamaica,Reexports,"Jack and horse mackerels, fresh or chilled",0,.,0,.,0,.,0,.,1,.,0,-,0,-
Jamaica,Reexports,"Livers, roes, milt, dried, salted or in brine, nei",0,.,29,.,0,-,0,-,0,-,0,-,0,-
Jamaica,Reexports,"Mackerel prepared or preserved, not minced, nei",25,.,52,.,15,.,31,.,39,.,88,.,120,.
Jamaica,Reexports,"Mackerels nei, salted or in brine",0,.,0,.,0,.,0,0,1,.,0,-,1,.
Jamaica,Reexports,"Marine fish, fresh or chilled, nei",0,0,5,.,0,-,10,.,0,-,0,-,0,-
Jamaica,Reexports,"Marine fish, frozen, nei",45,.,0,-,26,.,26,.,0,0,0,-,0,-
Jamaica,Reexports,"Miscellaneous pelagic fish fillets, frozen, nei",1,.,0,-,0,-,0,0,0,-,0,-,0,-
Jamaica,Reexports,"Molluscs nei, live, fresh or chilled",0,.,0,.,0,.,0,.,0,.,18,.,0,-
Jamaica,Reexports,"Mussel meat, prepared or preserved, nei",0,.,0,.,0,.,0,.,1,.,4,.,5,.
Jamaica,Reexports,"Mussels nei, other than live, fresh or chilled",5,.,1,.,7,.,7,.,6,.,0,0,1,.
Jamaica,Reexports,"Mussels, live, fresh or chilled, nei",0,0,1,.,0,0,0,0,0,.,0,.,0,0
Jamaica,Reexports,"Octopus, other than live, fresh or chilled",2,.,1,.,0,0,0,0,0,0,0,0,0,0
Jamaica,Reexports,"Octopus, prepared or preserved",0,.,0,.,0,.,0,.,0,.,1,.,3,.
Jamaica,Reexports,"Other aquatic invertebrates, prepared or preserved, nei",0,.,0,.,0,.,0,.,0,.,4,.,7,.
Jamaica,Reexports,"Oysters, live fresh or chilled, nei",0,.,0,.,1,.,0,0,0,0,0,-,0,-
Jamaica,Reexports,"Pacific salmons, frozen, nei",0,.,0,.,0,0,1,.,0,.,0,0,0,0
Jamaica,Reexports,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), frozen, nei",0,.,0,.,0,.,0,.,0,.,0,.,1,.
Jamaica,Reexports,"Salmon fillets, fresh or chilled",0,.,0,.,0,.,0,.,1,.,0,0,0,0
Jamaica,Reexports,"Salmon fillets, frozen",0,.,0,.,0,.,0,.,1,.,0,0,0,0
Jamaica,Reexports,"Salmon nei, not minced, prepared or preserved",0,.,0,.,0,.,0,.,0,.,2,.,5,.
Jamaica,Reexports,"Salmons, smoked",0,.,0,0,12,.,10,.,1,.,1,.,4,.
Jamaica,Reexports,"Sardines, sardinellas, brisling or sprats, fresh or chilled",0,.,0,.,1,.,0,-,0,-,0,-,0,-
Jamaica,Reexports,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",1,.,0,-,0,-,7,.,30,.,10,.,40,.
Jamaica,Reexports,"Scallop meat, prepared or preserved",0,.,0,.,0,.,0,.,0,.,4,.,5,.
Jamaica,Reexports,"Scallops, live, fresh or chilled, nei",0,0,0,0,0,.,0,0,1,.,0,0,0,0
Jamaica,Reexports,"Scallops, other than live, fresh or chilled",0,0,0,0,7,.,5,.,7,.,0,0,0,0
Jamaica,Reexports,"Sea-urchin, prepared or preserved",0,.,0,.,0,.,0,.,0,.,1,.,0,-
Jamaica,Reexports,"Shrimps and prawns, frozen, nei",122,.,110,.,101,.,63,.,0,-,0,-,0,-
Jamaica,Reexports,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,0,.,0,.,33,.,13,.,11,.
Jamaica,Reexports,"Shrimps and prawns, prep. or pres., in airtight containers",0,.,0,.,0,.,0,.,6,.,20,.,32,.
